crop,year,market_price_per_quintal,msp_price_per_quintal
Wheat,2019,5441.84,5173.33
Maize,2022,2055.94,3734.08
Sugarcane,2022,4822.3,4986.79
Maize,2010,3154.56,1123.84
Maize,2013,3374.38,4690.63
Wheat,2022,846.05,4928.47
Pulses,2022,2396.21,3861.48
Cotton,2013,5427.6,2914.71
Sugarcane,2010,3317.85,2246.32
Sugarcane,2017,4045.53,1460.29
Sugarcane,2010,1748.06,5329.32
Oilseeds,2011,5904.78,1790.32
Oilseeds,2012,2828.9,3962.86
Oilseeds,2016,2729.53,997.82
Maize,2022,5312.2,1950.45
Maize,2018,1778.51,5371.74
Rice,2012,4707.81,3785.45
Maize,2020,2617.63,3743.46
Maize,2013,4102.44,2593.19
Pulses,2010,5439.86,1018.39
Sugarcane,2018,4793.65,4134.15
Wheat,2022,4259.86,4120.25
Cotton,2011,3618.0,4944.32
Rice,2021,984.39,4163.74
Pulses,2022,3854.86,2602.22
Sugarcane,2022,3160.78,3264.95
Wheat,2010,2533.31,2165.52
Pulses,2011,3179.11,3880.45
Wheat,2017,1673.37,2810.57
Maize,2020,1790.36,1525.6
Maize,2014,5959.69,5205.02
Pulses,2020,5033.09,2036.28
Cotton,2021,4789.85,5208.44
Cotton,2016,4914.38,4649.22
Sugarcane,2019,4101.49,1772.93
Rice,2021,5983.63,1898.75
Oilseeds,2018,3097.63,1976.21
Wheat,2018,5551.66,910.14
Rice,2013,2692.43,3477.08
Pulses,2015,3538.97,3710.8
Sugarcane,2015,4684.47,4798.64
Maize,2014,3153.34,3801.88
Cotton,2014,2918.05,2777.49
Oilseeds,2019,4430.4,3980.15
Maize,2018,955.08,4676.6
Sugarcane,2019,2656.35,1703.53
Cotton,2016,3550.75,1003.91
Pulses,2018,1888.94,3459.96
Maize,2024,5099.32,2808.48
Cotton,2022,894.04,4900.57
Wheat,2019,1777.33,3878.04
Cotton,2019,2724.9,2571.79
Oilseeds,2017,3947.46,3567.76
Pulses,2022,2436.67,3485.18
Cotton,2011,5967.01,3085.71
Rice,2011,1579.12,4051.18
Oilseeds,2012,3769.58,2289.22
Maize,2012,2246.21,3022.18
Rice,2019,2351.48,5375.58
Oilseeds,2011,882.28,2285.33
Sugarcane,2020,2357.98,1603.18
Wheat,2012,5092.6,967.48
Oilseeds,2016,2183.36,1984.5
Sugarcane,2017,3787.75,1159.45
Wheat,2013,4799.06,3833.52
Wheat,2021,4895.48,1541.79
Rice,2013,5760.29,3610.57
Cotton,2013,4119.29,2114.84
Rice,2024,5819.85,1560.93
Maize,2011,1570.9,4150.26
Pulses,2024,1619.49,5439.09
Pulses,2023,3488.52,4881.42
Maize,2020,5056.82,4620.78
Sugarcane,2022,5248.6,4461.15
Wheat,2012,3127.71,2551.44
Sugarcane,2013,5826.23,1715.32
Rice,2014,5644.02,1462.35
Wheat,2014,2782.77,3660.71
Cotton,2010,3437.02,4449.07
Sugarcane,2015,3248.22,5444.04
Oilseeds,2023,5842.57,3220.5
Cotton,2010,4980.57,2922.6
Rice,2019,3497.55,2329.58
Rice,2021,937.67,2738.85
Maize,2018,977.47,2394.35
Cotton,2015,2046.81,2641.24
Sugarcane,2013,4508.28,4318.19
Maize,2019,2320.65,2949.66
Cotton,2021,987.23,3699.35
Rice,2019,4382.46,4866.93
Sugarcane,2022,3753.49,4181.43
Cotton,2023,5482.45,1295.8
Wheat,2018,5516.96,4403.19
Oilseeds,2011,5971.53,5378.75
Cotton,2021,2352.0,4396.91
Wheat,2016,2341.22,3977.42
Rice,2016,5892.94,2514.6
Rice,2011,5857.11,2937.86
Pulses,2012,1849.96,3543.54
Wheat,2013,3222.36,3709.07
Wheat,2024,3689.83,1330.43
Rice,2014,5563.01,1414.36
Pulses,2015,1440.81,1058.26
Rice,2010,2238.72,3212.09
Maize,2018,2191.98,1795.07
Oilseeds,2018,5632.12,1929.08
Maize,2023,1632.23,2983.41
Rice,2016,3685.17,2067.7
Rice,2023,4066.58,5473.14
Wheat,2016,3017.86,3653.26
Sugarcane,2021,874.2,1574.72
Pulses,2017,1300.13,2943.62
Sugarcane,2020,2618.18,4969.32
Oilseeds,2023,5167.36,3240.0
Oilseeds,2021,2163.42,4577.43
Rice,2020,2087.44,2506.78
Rice,2016,5967.68,1142.64
Maize,2015,5158.86,4247.83
Pulses,2018,1924.67,4600.41
Pulses,2012,1743.35,4885.17
Pulses,2015,4291.88,4100.28
Cotton,2023,3601.03,2595.34
Wheat,2012,1325.97,4909.4
Cotton,2023,1450.83,4437.38
Sugarcane,2023,3607.66,2187.35
Pulses,2016,3617.81,4250.24
Pulses,2019,4648.69,2340.29
Maize,2014,2222.92,4831.29
Maize,2023,2951.51,3520.25
Maize,2019,5889.27,1045.25
Sugarcane,2020,5596.19,4665.55
Sugarcane,2015,4019.89,1199.7
Wheat,2017,4713.4,930.95
Maize,2022,5434.98,2658.79
Pulses,2022,3745.25,1663.79
Maize,2018,5864.0,1974.27
Cotton,2012,2186.93,2685.34
Cotton,2012,1686.66,1227.89
Maize,2021,3537.19,2574.29
Oilseeds,2017,3015.02,2079.45
Pulses,2015,3278.86,1626.85
Oilseeds,2017,1301.73,3873.5
Pulses,2011,5845.29,4272.51
Pulses,2020,3701.9,3455.77
Pulses,2024,5224.14,2800.45
Rice,2024,4352.36,3590.45
Maize,2013,1737.08,1498.29
Pulses,2024,2955.64,3578.07
Rice,2019,1009.29,3253.67
Oilseeds,2020,3388.05,1562.14
Cotton,2014,1708.18,4129.19
Wheat,2016,854.76,4228.91
Oilseeds,2010,4566.13,3409.28
Sugarcane,2022,5361.54,2035.59
Oilseeds,2023,4079.48,5299.09
Oilseeds,2013,1682.38,4607.43
Wheat,2021,2655.51,2041.03
Wheat,2024,1591.93,2979.6
Rice,2020,2335.06,2127.6
Pulses,2021,3316.78,3685.72
Cotton,2017,2640.61,5126.57
Maize,2022,4774.22,3126.13
Pulses,2012,3008.31,1279.77
Maize,2011,1416.67,4425.51
Sugarcane,2020,3797.46,4495.52
Maize,2021,3252.99,4831.13
Rice,2021,2083.58,3618.44
Pulses,2024,3931.15,5008.17
Cotton,2012,2253.82,4284.71
Oilseeds,2021,4133.96,4358.66
Sugarcane,2021,2052.4,2580.63
Oilseeds,2021,871.3,3492.62
Wheat,2015,5058.41,4643.17
Sugarcane,2022,3726.27,2276.46
Maize,2011,3771.88,3847.33
Pulses,2023,819.79,5216.18
Oilseeds,2011,1614.54,4657.51
Pulses,2020,2944.46,4210.79
Cotton,2022,5820.16,1915.79
Oilseeds,2010,4557.68,3119.51
Oilseeds,2024,1526.73,3111.06
Maize,2019,3143.46,3951.97
Wheat,2024,3617.1,2415.37
Maize,2021,2883.66,3269.77
Oilseeds,2024,1682.67,1143.19
Maize,2024,4195.55,1243.4
Pulses,2022,3342.16,1864.53
Sugarcane,2013,5705.05,4269.62
Maize,2021,4468.16,2383.32
Oilseeds,2024,1487.64,1148.07
Cotton,2019,2264.8,3706.81
Maize,2012,3161.67,3571.66
Sugarcane,2013,3704.54,4977.33
Cotton,2021,3747.39,4187.15
Oilseeds,2022,3157.11,1429.93
Oilseeds,2015,5354.37,4377.35
Maize,2016,2834.29,3658.74
Sugarcane,2019,4823.77,2656.02
Wheat,2021,2618.7,4525.55
Maize,2020,2288.03,4921.73
Maize,2011,2598.87,2406.27
Cotton,2013,4319.39,4100.82
Cotton,2023,2785.86,3463.86
Cotton,2014,1811.07,1291.66
Pulses,2011,3764.1,4411.64
Wheat,2012,1591.73,4704.7
Pulses,2017,3833.51,4244.63
Maize,2013,3715.14,3956.86
Sugarcane,2018,5882.85,3531.28
Maize,2022,1737.01,3125.49
Rice,2022,5983.34,4205.13
Cotton,2019,1568.92,1478.69
Maize,2021,5202.87,920.27
Cotton,2015,5213.17,2008.58
Wheat,2014,2021.86,928.24
Maize,2021,1201.78,2965.51
Cotton,2017,1879.47,3484.13
Pulses,2024,2690.65,3597.68
Pulses,2021,3071.72,4570.24
Wheat,2020,4128.86,4981.22
Sugarcane,2014,3938.12,5057.85
Pulses,2019,4702.26,946.57
Rice,2014,4431.76,3017.87
Pulses,2024,927.0,2582.5
Pulses,2017,4778.38,1248.74
Sugarcane,2024,3678.03,2262.01
Cotton,2021,5708.29,1655.16
Rice,2019,2276.37,4801.22
Rice,2018,2571.41,5033.58
Rice,2019,2710.81,4902.17
Wheat,2018,4131.34,1002.86
Rice,2011,2554.72,4677.55
Rice,2010,2401.58,5227.16
Oilseeds,2014,1753.3,4779.67
Oilseeds,2010,2607.15,3866.56
Wheat,2010,4490.86,5345.84
Wheat,2016,2440.92,4028.52
Maize,2011,4582.79,5027.96
Sugarcane,2018,2981.01,3168.56
Maize,2019,4511.97,4242.2
Wheat,2011,5404.7,2418.09
Rice,2020,989.29,3980.33
Sugarcane,2024,2639.27,4556.72
Pulses,2023,2754.32,1039.03
Pulses,2023,3782.9,2015.97
Sugarcane,2013,3428.41,2578.99
Sugarcane,2024,4363.35,3232.75
Wheat,2022,829.02,4141.17
Wheat,2020,5590.09,1170.57
Wheat,2010,3802.8,1447.19
Wheat,2024,4288.68,2735.8
Rice,2011,2643.9,2434.54
Sugarcane,2022,2028.39,1596.16
Maize,2023,4373.8,4534.71
Cotton,2023,5396.48,1998.74
Cotton,2023,1798.39,2574.38
Sugarcane,2021,5782.91,3916.58
Wheat,2010,1781.88,3808.87
Pulses,2013,3379.68,1006.95
Sugarcane,2022,2311.21,3999.18
Cotton,2013,4075.86,5486.95
Rice,2016,1380.14,1287.51
Sugarcane,2012,806.21,3987.02
Maize,2017,4831.56,3807.54
Maize,2012,5103.59,1653.75
Cotton,2016,3434.61,4758.53
Cotton,2018,3290.58,2934.65
Oilseeds,2016,1143.27,2552.03
Wheat,2011,5180.61,5329.03
Sugarcane,2018,4943.94,2953.71
Sugarcane,2014,5104.73,2706.31
Sugarcane,2019,2022.04,1003.78
Sugarcane,2014,3685.42,4493.93
Oilseeds,2016,5097.61,5453.8
Sugarcane,2022,2323.85,3942.95
Oilseeds,2014,5313.54,2626.67
Rice,2012,4102.6,990.49
Pulses,2010,3044.75,3215.16
Wheat,2024,2848.04,3801.4
Cotton,2017,4935.64,2667.63
Cotton,2017,5640.11,5382.36
Oilseeds,2023,925.09,1331.11
Maize,2013,1223.0,3311.46
Sugarcane,2011,5637.78,2380.3
Oilseeds,2014,5525.09,3052.01
Oilseeds,2013,5505.17,1110.43
Cotton,2021,5919.89,5327.33
Wheat,2019,5226.72,2841.41
Maize,2010,1218.17,1165.53
Wheat,2016,3377.55,5437.27
Cotton,2017,3651.73,5424.65
Maize,2023,5258.87,3349.09
Rice,2010,4670.55,4094.7
Maize,2023,5711.76,1066.42
Cotton,2023,1058.25,1865.92
Sugarcane,2019,1009.77,1468.43
Rice,2018,5650.62,3777.67
Oilseeds,2019,5089.26,4973.53
Pulses,2019,5337.05,2173.44
Rice,2020,5602.18,4417.76
Wheat,2016,4594.94,1192.54
Wheat,2019,4298.91,2882.71
Rice,2023,1835.85,1368.06
Rice,2019,3232.38,2988.26
Sugarcane,2010,5666.23,4481.25
Sugarcane,2018,2528.45,2022.69
Cotton,2021,2769.75,3581.62
Pulses,2021,1550.46,1442.82
Sugarcane,2020,3741.61,2454.0
Cotton,2019,1841.76,4228.52
Pulses,2023,4481.15,4424.0
Oilseeds,2014,5453.33,5329.62
Sugarcane,2013,5779.65,2109.37
Wheat,2019,3834.62,4407.89
Pulses,2010,1844.57,4908.39
Cotton,2011,4913.99,2776.6
Maize,2024,1187.4,3484.76
Pulses,2017,4462.9,3082.44
Sugarcane,2019,4101.02,3878.93
Cotton,2010,2356.31,3172.47
Oilseeds,2015,5175.25,3411.82
Cotton,2013,1684.48,4271.06
Cotton,2022,5578.35,3785.06
Cotton,2014,1813.04,2065.82
Cotton,2020,3305.85,3223.55
Pulses,2018,5217.12,1449.92
Pulses,2013,2566.8,946.89
Pulses,2010,5801.5,2766.64
Oilseeds,2012,3461.39,1148.37
Sugarcane,2022,2812.76,2710.44
Oilseeds,2013,2988.13,2100.32
Maize,2021,1279.63,1688.82
Pulses,2018,2560.9,2339.4
Sugarcane,2016,2180.96,3883.28
Maize,2011,1006.53,5054.68
Oilseeds,2013,5746.65,5181.5
Pulses,2014,2554.04,3920.23
Cotton,2017,2074.32,2958.71
Cotton,2020,5070.38,5140.71
Cotton,2024,1473.66,2623.39
Wheat,2015,4748.3,2080.36
Oilseeds,2019,5444.71,2506.13
Oilseeds,2013,2388.91,1790.77
Oilseeds,2017,4165.01,4793.91
Oilseeds,2024,2441.75,2451.25
Pulses,2019,3501.0,4588.25
Oilseeds,2018,2281.15,4536.2
Sugarcane,2012,2955.55,3198.09
Maize,2015,4217.03,3082.61
Sugarcane,2010,3917.65,5176.37
Oilseeds,2015,1063.07,5490.25
Cotton,2018,3222.08,5392.73
Maize,2023,1410.49,4966.93
Wheat,2018,2603.89,3829.77
Pulses,2018,5451.39,2055.04
Cotton,2020,857.69,3082.54
Cotton,2012,2209.5,3215.26
Rice,2015,3703.18,2052.34
Pulses,2012,2463.14,4922.12
Sugarcane,2010,3942.93,2792.53
Sugarcane,2010,3263.31,3749.34
Oilseeds,2019,3099.62,4414.63
Maize,2011,4837.76,4217.39
Rice,2020,1661.57,3631.71
Pulses,2015,4382.14,2868.04
Cotton,2019,4232.26,2773.69
Maize,2020,5203.33,2349.89
Rice,2015,2502.21,2477.26
Maize,2016,4384.69,5167.21
Oilseeds,2017,4424.02,2101.79
Rice,2018,3283.83,5084.34
Cotton,2023,3090.38,4179.06
Pulses,2023,4476.02,2313.48
Cotton,2018,3235.4,5258.91
Cotton,2013,1716.98,5439.8
Rice,2016,5038.54,3757.19
Sugarcane,2013,1859.35,1986.32
Maize,2016,1762.17,2743.9
Wheat,2024,4634.49,5299.86
Wheat,2020,2001.64,2874.97
Cotton,2020,2007.08,2360.84
Rice,2021,4314.01,4348.81
Sugarcane,2017,1100.52,3383.46
Maize,2017,1954.88,3676.51
Maize,2023,3079.08,3819.0
Sugarcane,2014,2286.18,5124.43
Maize,2023,4143.19,3249.28
Pulses,2019,1252.07,2852.69
Oilseeds,2013,2903.28,5282.32
Rice,2019,4370.48,1116.72
Wheat,2014,4813.82,4686.09
Wheat,2024,4857.26,2910.82
Sugarcane,2011,3049.28,4805.78
Oilseeds,2022,2427.69,3145.24
Rice,2011,4325.88,1240.19
Sugarcane,2019,2071.34,1660.53
Sugarcane,2023,5530.29,2308.15
Sugarcane,2021,1838.85,1423.53
Cotton,2021,2586.82,4893.82
Wheat,2020,1029.29,1967.12
Sugarcane,2012,941.7,5471.52
Wheat,2020,4555.52,2272.79
Oilseeds,2020,4971.77,2956.66
Cotton,2024,1524.86,5021.25
Rice,2010,2222.47,3753.0
Sugarcane,2013,1648.28,4987.63
Oilseeds,2021,2080.99,3775.01
Maize,2024,2189.31,2261.74
Wheat,2018,4916.78,2740.78
Maize,2019,1435.41,2887.27
Wheat,2024,3920.01,1834.91
Pulses,2019,2199.63,2503.48
Maize,2021,3314.2,5349.49
Maize,2014,2290.88,1361.38
Wheat,2019,4349.79,4873.49
Wheat,2014,4140.19,4385.71
Oilseeds,2024,2232.61,5133.87
Rice,2021,3812.14,4594.32
Cotton,2019,1492.52,5046.45
Wheat,2022,5578.14,1307.94
Oilseeds,2013,5746.24,2756.09
Maize,2016,5807.62,5172.3
Cotton,2024,4431.0,1879.26
Sugarcane,2017,3294.11,1838.11
Cotton,2014,5688.64,5329.17
Oilseeds,2021,1047.47,2444.32
Wheat,2021,3268.45,2408.99
Cotton,2016,5059.94,3724.84
Cotton,2023,3157.24,3809.41
Cotton,2020,5112.22,5037.59
Wheat,2016,5830.09,1063.34
Wheat,2012,2087.38,4354.47
Wheat,2015,1739.83,3281.97
Pulses,2013,5727.9,3967.15
Sugarcane,2021,1962.24,3241.9
Oilseeds,2024,4066.71,4468.04
Wheat,2013,3091.55,4426.06
Sugarcane,2016,2660.29,5040.13
Sugarcane,2018,1475.97,5222.19
Pulses,2021,3771.54,1919.9
Rice,2018,2409.93,5431.85
Cotton,2015,3138.52,3616.75
Cotton,2011,4170.71,4134.87
Oilseeds,2023,5939.71,3971.32
Maize,2014,2602.16,4862.18
Maize,2013,2835.74,3979.28
Pulses,2024,2811.22,4669.59
Oilseeds,2020,3151.84,2568.94
Oilseeds,2011,3581.53,4905.73
Rice,2020,958.83,3286.81
Rice,2022,5175.81,2105.58
Cotton,2023,3846.97,4298.77
Wheat,2019,3008.51,1657.61
Maize,2020,807.84,5334.79
Pulses,2019,2312.73,4957.91
Pulses,2017,2311.27,1793.91
Wheat,2016,4401.36,2682.99
Maize,2019,1632.03,2668.46
Cotton,2023,1305.29,1425.17
Rice,2021,4619.63,4081.23
Rice,2015,3301.7,4379.39
Wheat,2012,4774.8,2323.57
Pulses,2020,1908.82,3274.02
Oilseeds,2020,1575.4,4045.44
Cotton,2019,1153.23,4258.06
Wheat,2010,2898.28,5286.88
Sugarcane,2017,3426.95,4093.25
Cotton,2017,3196.39,3901.14
Maize,2024,4725.77,3458.86
Oilseeds,2016,4110.03,2079.82
Cotton,2014,2553.92,3879.11
Maize,2012,3383.03,4048.06
Rice,2016,2144.78,3742.17
Wheat,2016,3801.09,5438.59
Sugarcane,2011,1381.51,1605.32
Sugarcane,2018,1126.62,4545.02
Oilseeds,2021,4532.89,3354.54
Rice,2024,4461.81,4884.46
Oilseeds,2011,3856.28,2166.28
Rice,2019,2365.5,3286.51
Maize,2015,1659.7,4736.89
Sugarcane,2012,3136.53,987.68
Maize,2010,1381.01,5225.34
Maize,2012,4148.64,1180.27
Maize,2010,3563.75,2066.66
Oilseeds,2023,3070.11,4473.48
Sugarcane,2020,953.5,906.94
Sugarcane,2010,4442.61,3281.03
Oilseeds,2016,5362.3,2056.92
Maize,2020,4418.29,4043.24
Pulses,2011,3613.64,1989.37
Maize,2013,4682.31,1395.62
Wheat,2010,4620.69,1338.41
Rice,2022,4652.17,4820.56
Rice,2013,1964.77,3933.01
Wheat,2014,1486.27,2548.49
Sugarcane,2023,1441.69,1933.81
Oilseeds,2014,1249.02,3240.23
Sugarcane,2010,5383.59,5265.38
Rice,2021,3423.33,4702.39
Wheat,2020,1758.16,3316.49
Cotton,2017,2991.39,2578.75
Wheat,2012,1185.81,5174.49
Sugarcane,2020,1771.15,2437.73
Sugarcane,2023,4698.66,1489.19
Pulses,2023,3856.13,4179.07
Oilseeds,2020,1626.16,3845.85
Maize,2022,3853.31,2391.18
Wheat,2018,3642.76,2015.03
Cotton,2019,4239.02,3221.38
Maize,2015,5725.2,3257.01
Rice,2012,1566.43,4192.32
Oilseeds,2023,5451.1,2602.4
Sugarcane,2011,2220.04,2275.66
Rice,2020,2513.31,1936.47
Maize,2023,3250.06,3677.45
Oilseeds,2011,4809.77,2281.92
Oilseeds,2022,4500.03,1751.51
Maize,2015,3297.35,5492.84
Wheat,2020,5032.79,1552.18
Sugarcane,2018,3990.51,5376.96
Maize,2019,5690.74,3159.08
Oilseeds,2024,3211.81,2105.12
Maize,2010,4720.89,3198.77
Sugarcane,2016,1139.35,4869.92
Maize,2011,2470.97,5145.08
Sugarcane,2017,5564.79,3440.98
Pulses,2024,3486.59,4915.13
Cotton,2024,5747.49,3835.89
Maize,2013,833.71,2338.9
Sugarcane,2012,3250.45,5125.51
Oilseeds,2015,4578.68,3520.46
Sugarcane,2020,2505.08,926.43
Rice,2015,3214.6,1985.92
Rice,2016,1666.38,1619.51
Oilseeds,2022,3051.36,2874.86
Cotton,2016,3435.8,3599.45
Maize,2016,3921.67,1293.81
Sugarcane,2023,3203.96,5138.73
Maize,2011,1904.24,5319.66
Cotton,2020,5798.58,1631.9
Cotton,2010,4831.36,2008.58
Cotton,2018,5023.98,3006.44
Maize,2017,4113.18,2844.39
Oilseeds,2024,5168.52,4517.17
Wheat,2012,3854.99,5319.16
Maize,2019,5027.09,4325.49
Wheat,2011,5648.82,1704.59
Oilseeds,2021,1271.3,4591.3
Oilseeds,2021,4484.14,4799.95
Oilseeds,2011,2640.14,4216.73
Rice,2010,2548.76,4732.75
Maize,2010,1548.38,2885.69
Sugarcane,2012,5807.54,1645.39
Wheat,2023,4680.71,5161.12
Oilseeds,2018,1139.21,3247.32
Wheat,2017,3171.56,2467.41
Oilseeds,2023,3066.14,1766.14
Sugarcane,2011,1296.55,2455.4
Cotton,2013,4295.83,5245.75
Oilseeds,2019,1648.2,2740.48
Oilseeds,2015,1552.25,3975.08
Pulses,2022,2813.46,2981.94
Rice,2022,1917.2,5029.64
Sugarcane,2014,5398.81,4839.18
Maize,2024,4790.49,2288.0
Wheat,2022,4734.75,3116.97
Sugarcane,2016,3602.45,3271.78
Cotton,2013,3407.6,5377.54
Oilseeds,2020,4761.82,5333.58
Sugarcane,2012,4727.82,2080.51
Cotton,2010,2458.32,2738.12
Oilseeds,2022,2218.92,1133.26
Cotton,2015,2061.19,3858.18
Sugarcane,2017,5142.63,2203.92
Oilseeds,2022,2733.05,3593.0
Rice,2016,4602.94,4687.3
Wheat,2023,2936.17,1125.55
Pulses,2010,2993.79,2589.23
Oilseeds,2011,3803.0,1802.33
Rice,2015,4553.6,2737.42
Maize,2022,2259.91,2975.69
Cotton,2013,5288.39,5143.0
Oilseeds,2010,3039.88,2251.16
Rice,2016,2648.65,1547.01
Sugarcane,2020,2136.21,1536.41
Cotton,2023,2455.05,4403.72
Pulses,2021,4901.91,3040.59
Wheat,2023,1232.0,5325.23
Rice,2021,1594.22,2895.13
Wheat,2014,2702.0,5383.98
Pulses,2018,1663.0,3661.52
Cotton,2012,3868.84,4839.45
Rice,2015,4785.08,3860.97
Cotton,2012,1605.37,2529.19
Pulses,2019,2658.34,1149.28
Cotton,2018,5848.71,1247.84
Cotton,2024,2141.31,2012.79
Wheat,2021,2137.21,3078.26
Pulses,2022,1517.28,3169.69
Oilseeds,2021,964.45,3809.36
Wheat,2015,1562.32,2022.46
Oilseeds,2010,2309.28,4028.32
Pulses,2024,4634.81,5238.23
Oilseeds,2019,4011.41,4444.28
Wheat,2020,1574.75,4969.54
Wheat,2022,3719.64,3206.74
Oilseeds,2020,4431.22,4068.43
Maize,2019,5260.88,3974.72
Maize,2021,5802.41,4364.52
Cotton,2020,4450.56,1608.54
Sugarcane,2018,5471.92,2429.28
Oilseeds,2017,2373.41,2494.59
Maize,2016,4211.13,1077.96
Rice,2018,3841.97,2690.81
Sugarcane,2011,2557.33,1070.25
Sugarcane,2024,1985.42,2471.24
Pulses,2023,880.73,1478.57
Pulses,2012,1300.86,1054.59
Oilseeds,2023,2197.87,3995.51
Sugarcane,2013,5667.22,1287.29
Cotton,2024,2345.97,4181.23
Rice,2022,3993.18,4493.78
Maize,2024,822.92,5349.5
Cotton,2022,4110.13,989.54
Pulses,2013,4785.31,2077.78
Rice,2020,5280.37,3647.09
Rice,2022,1833.48,1120.7
Wheat,2011,1394.18,3069.33
Rice,2022,3273.07,5149.0
Pulses,2014,4017.38,5497.41
Cotton,2024,2808.11,4964.85
Maize,2014,1686.41,4840.15
Sugarcane,2011,4911.01,4717.69
Oilseeds,2018,3872.0,5241.93
Cotton,2019,4814.51,2931.11
Rice,2019,5003.36,4696.75
Cotton,2010,4726.33,3260.21
Cotton,2012,1727.57,3735.3
Sugarcane,2015,931.07,1193.08
Oilseeds,2021,1817.86,1345.82
Maize,2011,5857.44,2035.23
Wheat,2011,4290.05,4532.02
Wheat,2023,5958.82,1935.54
Wheat,2015,1512.95,4369.14
Pulses,2013,5166.63,3425.61
Oilseeds,2023,3555.91,5178.4
Sugarcane,2011,5398.59,3170.22
Rice,2013,3792.62,2757.16
Oilseeds,2023,4250.04,1129.93
Sugarcane,2014,4247.4,3586.55
Sugarcane,2019,5488.51,1574.21
Oilseeds,2022,2276.83,4184.6
Cotton,2011,2632.42,3758.65
Sugarcane,2024,1187.36,4762.97
Cotton,2016,3575.14,1537.31
Oilseeds,2014,2842.07,4062.53
Cotton,2016,3823.85,3789.96
Wheat,2024,5682.75,4750.93
Rice,2023,1859.01,2580.78
Pulses,2010,3915.24,4478.46
Wheat,2017,1642.1,4923.15
Rice,2017,2303.61,2027.8
Wheat,2010,3878.55,1014.33
Sugarcane,2017,2792.32,2800.87
Pulses,2021,2603.34,3559.18
Maize,2016,5266.71,2199.39
Oilseeds,2011,5324.82,1531.97
Wheat,2019,3681.19,1748.77
Maize,2023,5364.32,4045.87
Pulses,2022,3356.11,1824.75
Pulses,2013,5086.47,4508.45
Oilseeds,2011,5633.06,2896.58
Oilseeds,2021,2904.67,5278.77
Pulses,2011,1556.97,2823.02
Oilseeds,2012,1254.44,3843.69
Rice,2019,2901.09,952.84
Wheat,2016,4540.15,2047.62
Rice,2018,968.67,4067.07
Wheat,2011,2530.16,4995.93
Maize,2016,4711.28,5025.14
Wheat,2013,2513.87,2050.55
Wheat,2017,2991.25,3656.97
Cotton,2016,942.22,1135.8
Sugarcane,2013,5063.73,3856.97
Wheat,2015,3956.22,1207.32
Cotton,2023,5931.96,2434.32
Sugarcane,2012,4020.76,5284.27
Maize,2010,2693.74,2290.38
Oilseeds,2022,5942.99,5031.93
Cotton,2011,2679.71,5348.64
Pulses,2017,4397.83,5228.28
Cotton,2019,2014.78,1630.18
Wheat,2022,5928.35,3561.71
Maize,2012,3935.95,2597.87
Sugarcane,2015,5517.37,1100.67
Maize,2020,1612.71,3392.55
Maize,2019,3960.17,4506.29
Oilseeds,2024,4094.05,5052.23
Rice,2018,4968.34,3373.41
Pulses,2019,1088.88,4089.83
Maize,2021,5211.06,1633.61
Pulses,2017,4338.54,1624.0
Pulses,2016,946.26,4448.92
Sugarcane,2017,2433.01,1954.17
Oilseeds,2022,2971.88,3698.67
Oilseeds,2010,5582.49,4177.27
Oilseeds,2018,2453.66,3473.23
Wheat,2012,3109.66,5478.28
Sugarcane,2021,3243.55,4000.86
Sugarcane,2012,1085.36,4661.79
Sugarcane,2019,3142.48,1362.62
Oilseeds,2016,2753.55,3341.06
Rice,2024,2013.06,5163.39
Maize,2015,1514.4,4143.59
Pulses,2016,3587.81,2894.3
Sugarcane,2013,3609.08,3068.86
Pulses,2011,4269.02,2635.29
Cotton,2011,3918.35,1183.9
Maize,2019,5146.18,2644.91
Cotton,2020,3824.42,4686.06
Sugarcane,2017,2170.88,2682.56
Pulses,2015,5455.61,4755.16
Wheat,2012,1836.78,1800.44
Rice,2014,985.33,1104.83
Rice,2013,5505.8,2863.47
Cotton,2017,2202.1,2812.0
Oilseeds,2015,1505.28,4520.21
Rice,2018,3157.46,4877.45
Oilseeds,2015,4889.68,1113.25
Sugarcane,2012,2293.67,3969.08
Pulses,2023,2022.71,931.19
Oilseeds,2020,4335.97,3989.02
Cotton,2023,4204.1,4181.63
Oilseeds,2024,4944.73,3065.19
Sugarcane,2021,5229.81,1355.62
Sugarcane,2019,3406.87,3056.13
Cotton,2014,5259.16,3820.67
Wheat,2024,5744.54,4545.6
Cotton,2013,4843.28,4427.06
Sugarcane,2017,2760.91,4765.55
Oilseeds,2019,3239.36,2094.43
Sugarcane,2011,2600.22,3816.26
Wheat,2012,1005.68,2224.85
Cotton,2011,2857.11,2363.8
Maize,2024,5040.44,3251.99
Pulses,2010,2293.67,1923.39
Wheat,2019,3182.9,2918.91
Maize,2017,5056.02,2474.02
Cotton,2014,4807.43,1530.2
Wheat,2012,3220.58,1910.83
Rice,2022,825.97,3963.91
Cotton,2013,3480.28,1755.31
Cotton,2013,3462.99,2693.81
Oilseeds,2024,1600.3,4177.26
Wheat,2017,3762.43,2634.04
Cotton,2012,5276.77,1823.95
Cotton,2021,5496.8,3466.22
Pulses,2021,3952.71,4037.08
Sugarcane,2022,2278.67,4088.24
Sugarcane,2020,3842.09,5315.48
Pulses,2012,3919.23,958.36
Maize,2018,3373.25,4994.26
