state,district,crop,season,year,area_hectares,production_tonnes,yield_tonnes_per_hectare
Tamil Nadu,District_26,Maize,Rabi,2013,143.61,2438.35,16.98
Uttar Pradesh,District_36,Oilseeds,Zaid,2019,3368.8,16787.16,4.98
Telangana,District_34,Cotton,Zaid,2011,4786.74,15775.38,3.3
Maharashtra,District_9,Sugarcane,Kharif,2012,578.87,9297.55,16.06
Karnataka,District_12,Cotton,Kharif,2016,3784.73,8486.05,2.24
Maharashtra,District_2,Rice,Kharif,2013,808.52,14998.59,18.55
Tamil Nadu,District_38,Maize,Rabi,2016,3970.92,10767.15,2.71
Andhra Pradesh,District_5,Oilseeds,Rabi,2014,1884.34,8142.97,4.32
Maharashtra,District_5,Rice,Kharif,2023,3574.7,5109.25,1.43
Karnataka,District_22,Wheat,Zaid,2017,4635.1,2539.01,0.55
Telangana,District_5,Wheat,Rabi,2017,3119.69,11936.39,3.83
Madhya Pradesh,District_4,Cotton,Rabi,2014,4607.46,16538.37,3.59
Punjab,District_9,Maize,Kharif,2016,1213.37,14949.04,12.32
Andhra Pradesh,District_29,Pulses,Rabi,2020,4891.76,13956.74,2.85
Madhya Pradesh,District_22,Maize,Kharif,2015,4370.6,18584.16,4.25
Telangana,District_27,Maize,Rabi,2022,582.49,7950.88,13.65
Maharashtra,District_10,Maize,Zaid,2017,2097.02,2830.63,1.35
Tamil Nadu,District_16,Cotton,Zaid,2018,4638.8,2128.79,0.46
Uttar Pradesh,District_42,Rice,Rabi,2014,436.67,19104.74,43.75
Tamil Nadu,District_42,Cotton,Kharif,2016,2296.13,11820.39,5.15
Madhya Pradesh,District_10,Pulses,Rabi,2023,3631.79,16234.79,4.47
Karnataka,District_6,Rice,Kharif,2010,215.56,10757.64,49.91
Tamil Nadu,District_49,Pulses,Rabi,2020,3776.51,8030.04,2.13
Andhra Pradesh,District_5,Sugarcane,Zaid,2017,1837.95,4085.37,2.22
Tamil Nadu,District_6,Sugarcane,Zaid,2012,1284.39,17142.53,13.35
Karnataka,District_47,Oilseeds,Rabi,2010,2901.06,1363.95,0.47
Punjab,District_25,Oilseeds,Rabi,2015,2744.44,18014.63,6.56
Maharashtra,District_50,Rice,Rabi,2023,4376.0,4179.75,0.96
Uttar Pradesh,District_4,Cotton,Zaid,2022,3396.21,289.67,0.09
Madhya Pradesh,District_40,Pulses,Zaid,2017,2138.23,2167.55,1.01
Maharashtra,District_48,Pulses,Kharif,2020,3268.19,17681.82,5.41
Tamil Nadu,District_32,Oilseeds,Rabi,2012,3763.23,1566.77,0.42
Telangana,District_35,Oilseeds,Rabi,2010,4689.78,7169.29,1.53
Maharashtra,District_10,Wheat,Zaid,2012,3536.09,5081.3,1.44
Punjab,District_34,Pulses,Rabi,2024,2742.17,833.41,0.3
Tamil Nadu,District_36,Cotton,Kharif,2014,1896.25,10676.19,5.63
Uttar Pradesh,District_6,Wheat,Rabi,2020,4462.84,19966.82,4.47
Karnataka,District_43,Cotton,Zaid,2017,3972.97,17074.85,4.3
Punjab,District_46,Maize,Rabi,2018,432.05,3460.96,8.01
Tamil Nadu,District_16,Pulses,Zaid,2022,3512.73,17697.89,5.04
Punjab,District_19,Maize,Kharif,2021,2716.81,9090.69,3.35
Maharashtra,District_34,Sugarcane,Kharif,2018,563.04,5537.69,9.84
Uttar Pradesh,District_25,Sugarcane,Rabi,2013,2846.56,12842.09,4.51
Karnataka,District_31,Rice,Rabi,2017,1002.9,4412.23,4.4
Tamil Nadu,District_49,Pulses,Zaid,2020,3555.32,17605.07,4.95
Andhra Pradesh,District_41,Oilseeds,Kharif,2014,1428.38,12521.27,8.77
Madhya Pradesh,District_17,Wheat,Kharif,2012,794.2,2806.84,3.53
Karnataka,District_47,Maize,Kharif,2014,455.77,11455.91,25.14
Andhra Pradesh,District_30,Cotton,Kharif,2011,2479.46,10256.38,4.14
Punjab,District_39,Pulses,Rabi,2020,1038.19,9481.97,9.13
Telangana,District_31,Rice,Rabi,2020,4282.88,7363.02,1.72
Karnataka,District_19,Cotton,Zaid,2020,64.86,9536.69,147.03
Punjab,District_35,Maize,Kharif,2015,4226.01,11761.63,2.78
Andhra Pradesh,District_29,Pulses,Rabi,2010,2629.41,14698.03,5.59
Maharashtra,District_1,Oilseeds,Rabi,2015,4614.62,18365.72,3.98
Maharashtra,District_4,Maize,Kharif,2022,1062.83,983.24,0.93
Telangana,District_28,Pulses,Rabi,2014,556.26,11429.95,20.55
Madhya Pradesh,District_18,Pulses,Zaid,2022,3143.54,15064.28,4.79
Karnataka,District_26,Maize,Zaid,2018,3548.3,2399.53,0.68
Karnataka,District_40,Maize,Kharif,2022,1894.3,18238.81,9.63
Karnataka,District_19,Cotton,Zaid,2023,117.72,4975.3,42.26
Madhya Pradesh,District_6,Rice,Rabi,2016,2064.46,16683.31,8.08
Punjab,District_1,Maize,Zaid,2015,1207.25,13273.93,11.0
Uttar Pradesh,District_8,Sugarcane,Rabi,2024,1769.97,11234.98,6.35
Uttar Pradesh,District_33,Rice,Kharif,2020,2558.43,17397.92,6.8
Telangana,District_43,Sugarcane,Kharif,2021,3526.59,19387.77,5.5
Karnataka,District_21,Cotton,Rabi,2016,4817.97,19942.9,4.14
Punjab,District_24,Maize,Rabi,2019,762.8,13697.29,17.96
Maharashtra,District_25,Rice,Zaid,2014,3415.5,6848.71,2.01
Andhra Pradesh,District_47,Oilseeds,Rabi,2010,1204.4,17506.52,14.54
Punjab,District_43,Maize,Kharif,2024,1142.49,13121.53,11.49
Madhya Pradesh,District_19,Pulses,Rabi,2018,3186.09,6534.25,2.05
Uttar Pradesh,District_29,Maize,Zaid,2014,3891.2,18654.06,4.79
Uttar Pradesh,District_10,Oilseeds,Zaid,2013,4890.05,14978.24,3.06
Maharashtra,District_12,Rice,Rabi,2015,3855.71,9111.27,2.36
Maharashtra,District_33,Maize,Zaid,2014,828.71,9144.36,11.03
Madhya Pradesh,District_7,Maize,Zaid,2010,1165.74,19918.98,17.09
Andhra Pradesh,District_17,Wheat,Kharif,2011,3818.88,7536.81,1.97
Maharashtra,District_10,Wheat,Rabi,2013,2658.59,1972.21,0.74
Telangana,District_31,Rice,Kharif,2017,1512.27,10817.37,7.15
Andhra Pradesh,District_6,Rice,Kharif,2014,2385.33,17708.6,7.42
Maharashtra,District_17,Pulses,Zaid,2016,4578.7,11731.94,2.56
Tamil Nadu,District_50,Pulses,Kharif,2011,3790.22,15882.44,4.19
Punjab,District_37,Maize,Rabi,2017,2280.95,1191.81,0.52
Maharashtra,District_18,Sugarcane,Rabi,2014,4903.74,13500.56,2.75
Telangana,District_26,Rice,Rabi,2013,3984.63,1675.96,0.42
Karnataka,District_49,Oilseeds,Kharif,2018,79.06,11171.5,141.3
Maharashtra,District_16,Maize,Rabi,2015,606.22,10005.57,16.5
Uttar Pradesh,District_8,Sugarcane,Rabi,2024,2792.15,18917.53,6.78
Uttar Pradesh,District_24,Wheat,Kharif,2023,1782.27,2736.04,1.54
Uttar Pradesh,District_13,Pulses,Kharif,2013,4072.17,288.88,0.07
Karnataka,District_29,Oilseeds,Kharif,2017,4483.65,2833.36,0.63
Uttar Pradesh,District_32,Rice,Kharif,2012,1241.22,3497.05,2.82
Tamil Nadu,District_24,Maize,Zaid,2023,3828.26,5093.14,1.33
Maharashtra,District_16,Wheat,Kharif,2022,2700.22,16320.27,6.04
Madhya Pradesh,District_11,Cotton,Kharif,2019,1990.24,7599.93,3.82
Uttar Pradesh,District_32,Wheat,Rabi,2011,3944.56,16831.08,4.27
Andhra Pradesh,District_6,Maize,Rabi,2016,2846.37,5511.48,1.94
Madhya Pradesh,District_35,Pulses,Kharif,2023,3194.66,17224.77,5.39
Karnataka,District_33,Sugarcane,Kharif,2021,358.16,261.0,0.73
Tamil Nadu,District_18,Oilseeds,Kharif,2024,2950.1,18697.26,6.34
Andhra Pradesh,District_37,Oilseeds,Rabi,2013,1538.52,14946.38,9.71
Andhra Pradesh,District_13,Cotton,Rabi,2013,2491.81,8313.34,3.34
Andhra Pradesh,District_10,Oilseeds,Kharif,2019,1148.95,11588.97,10.09
Andhra Pradesh,District_37,Cotton,Rabi,2018,3091.65,18667.03,6.04
Madhya Pradesh,District_26,Pulses,Rabi,2011,779.97,11692.95,14.99
Madhya Pradesh,District_46,Cotton,Kharif,2010,658.37,4648.51,7.06
Maharashtra,District_17,Rice,Rabi,2024,982.64,11500.19,11.7
Uttar Pradesh,District_1,Maize,Kharif,2016,4096.45,17441.8,4.26
Punjab,District_25,Oilseeds,Zaid,2024,215.99,19750.25,91.44
Maharashtra,District_34,Cotton,Zaid,2021,3661.41,11723.26,3.2
Maharashtra,District_39,Wheat,Zaid,2017,329.71,3197.34,9.7
Tamil Nadu,District_10,Sugarcane,Rabi,2012,2979.69,15457.87,5.19
Tamil Nadu,District_20,Maize,Zaid,2011,3879.11,19938.54,5.14
Uttar Pradesh,District_7,Pulses,Rabi,2013,1193.81,9525.36,7.98
Punjab,District_16,Oilseeds,Kharif,2011,1019.94,7736.28,7.59
Tamil Nadu,District_37,Wheat,Zaid,2021,1481.43,11094.76,7.49
Uttar Pradesh,District_29,Rice,Rabi,2011,3513.09,3378.85,0.96
Uttar Pradesh,District_12,Cotton,Zaid,2014,1311.39,19428.54,14.82
Madhya Pradesh,District_17,Wheat,Rabi,2019,2533.76,16782.86,6.62
Telangana,District_48,Maize,Rabi,2014,715.61,2348.52,3.28
Madhya Pradesh,District_20,Oilseeds,Kharif,2017,2332.92,18907.12,8.1
Punjab,District_26,Wheat,Rabi,2018,3142.41,18862.11,6.0
Tamil Nadu,District_48,Rice,Rabi,2011,405.5,6395.46,15.77
Punjab,District_19,Sugarcane,Zaid,2010,4086.35,12420.93,3.04
Maharashtra,District_47,Cotton,Kharif,2012,4690.31,2304.01,0.49
Maharashtra,District_12,Maize,Rabi,2015,1008.06,1775.41,1.76
Punjab,District_21,Oilseeds,Zaid,2023,3809.19,10085.71,2.65
Telangana,District_42,Cotton,Kharif,2014,1601.66,1088.59,0.68
Telangana,District_34,Cotton,Rabi,2017,3399.79,17510.34,5.15
Madhya Pradesh,District_7,Pulses,Zaid,2017,1568.05,18569.1,11.84
Punjab,District_45,Cotton,Kharif,2011,4318.6,1439.4,0.33
Tamil Nadu,District_35,Wheat,Kharif,2023,1768.19,1040.97,0.59
Madhya Pradesh,District_15,Wheat,Kharif,2018,4251.71,4506.21,1.06
Karnataka,District_1,Sugarcane,Kharif,2023,3842.41,18606.17,4.84
Telangana,District_26,Rice,Rabi,2023,1021.8,15403.39,15.07
Andhra Pradesh,District_35,Oilseeds,Rabi,2013,826.92,13562.31,16.4
Madhya Pradesh,District_25,Oilseeds,Kharif,2023,3909.3,15549.31,3.98
Maharashtra,District_42,Maize,Kharif,2010,1982.0,4069.59,2.05
Madhya Pradesh,District_15,Wheat,Rabi,2023,4749.5,5206.11,1.1
Punjab,District_22,Cotton,Zaid,2011,4717.59,6420.81,1.36
Andhra Pradesh,District_6,Rice,Kharif,2023,3482.73,12140.81,3.49
Punjab,District_15,Maize,Rabi,2020,2527.87,12203.58,4.83
Uttar Pradesh,District_24,Oilseeds,Rabi,2015,1015.09,4251.29,4.19
Maharashtra,District_21,Maize,Zaid,2014,4417.84,8790.87,1.99
Maharashtra,District_7,Maize,Rabi,2021,455.89,13831.4,30.34
Telangana,District_29,Oilseeds,Kharif,2016,1883.24,6261.42,3.32
Madhya Pradesh,District_32,Maize,Rabi,2018,1630.14,1601.99,0.98
Telangana,District_32,Sugarcane,Kharif,2015,4794.22,4028.06,0.84
Andhra Pradesh,District_5,Maize,Rabi,2015,634.67,3378.24,5.32
Madhya Pradesh,District_4,Rice,Kharif,2011,4456.24,12675.66,2.84
Uttar Pradesh,District_22,Wheat,Kharif,2016,2309.35,1464.12,0.63
Punjab,District_18,Rice,Rabi,2011,285.12,17706.52,62.1
Uttar Pradesh,District_35,Cotton,Kharif,2022,3657.89,1779.3,0.49
Maharashtra,District_17,Pulses,Rabi,2016,549.35,11998.4,21.84
Andhra Pradesh,District_50,Sugarcane,Rabi,2017,1223.17,18597.7,15.2
Karnataka,District_50,Sugarcane,Rabi,2021,4008.66,1342.22,0.33
Andhra Pradesh,District_24,Cotton,Kharif,2010,815.92,7723.79,9.47
Tamil Nadu,District_2,Oilseeds,Rabi,2018,1661.08,6626.12,3.99
Andhra Pradesh,District_13,Rice,Zaid,2017,1836.94,6949.75,3.78
Uttar Pradesh,District_15,Rice,Kharif,2018,2964.57,12046.2,4.06
Tamil Nadu,District_5,Cotton,Zaid,2014,3960.17,5315.85,1.34
Tamil Nadu,District_3,Oilseeds,Zaid,2022,1192.52,643.73,0.54
Madhya Pradesh,District_37,Pulses,Zaid,2023,1068.63,19249.27,18.01
Madhya Pradesh,District_37,Maize,Zaid,2013,1148.42,15000.64,13.06
Tamil Nadu,District_37,Oilseeds,Rabi,2010,1938.98,2789.04,1.44
Karnataka,District_3,Maize,Zaid,2018,2698.76,9157.62,3.39
Madhya Pradesh,District_35,Wheat,Kharif,2023,116.55,1348.16,11.57
Andhra Pradesh,District_23,Rice,Zaid,2013,3912.47,654.34,0.17
Uttar Pradesh,District_28,Rice,Zaid,2024,4637.25,1045.48,0.23
Andhra Pradesh,District_30,Cotton,Zaid,2013,4225.42,15139.98,3.58
Karnataka,District_18,Cotton,Rabi,2013,234.06,8953.99,38.26
Maharashtra,District_36,Maize,Zaid,2011,2646.3,16903.5,6.39
Telangana,District_33,Oilseeds,Zaid,2021,4079.43,6173.78,1.51
Uttar Pradesh,District_26,Rice,Zaid,2020,1753.37,15528.9,8.86
Madhya Pradesh,District_48,Rice,Kharif,2022,4490.34,1650.9,0.37
Uttar Pradesh,District_40,Sugarcane,Rabi,2013,4440.05,12738.65,2.87
Andhra Pradesh,District_17,Wheat,Rabi,2011,751.44,7275.98,9.68
Telangana,District_40,Wheat,Rabi,2017,2493.47,5606.83,2.25
Punjab,District_7,Maize,Kharif,2016,177.05,16320.67,92.18
Punjab,District_8,Pulses,Zaid,2020,1445.21,1133.25,0.78
Madhya Pradesh,District_31,Oilseeds,Kharif,2019,4068.77,18995.68,4.67
Karnataka,District_12,Rice,Rabi,2011,4876.95,15732.36,3.23
Punjab,District_48,Sugarcane,Rabi,2023,4570.95,7176.62,1.57
Uttar Pradesh,District_31,Oilseeds,Rabi,2011,260.77,19827.53,76.03
Punjab,District_44,Rice,Kharif,2011,4637.32,4129.54,0.89
Maharashtra,District_19,Cotton,Rabi,2010,4122.11,8108.04,1.97
Maharashtra,District_10,Oilseeds,Zaid,2022,4345.13,17709.1,4.08
Madhya Pradesh,District_39,Maize,Kharif,2015,4578.39,19936.46,4.35
Maharashtra,District_12,Oilseeds,Zaid,2015,2466.49,4858.35,1.97
Punjab,District_20,Pulses,Rabi,2010,1095.53,14887.96,13.59
Karnataka,District_37,Oilseeds,Rabi,2020,154.07,6184.01,40.14
Tamil Nadu,District_48,Oilseeds,Kharif,2010,166.56,15352.81,92.18
Tamil Nadu,District_41,Oilseeds,Zaid,2015,3230.43,2593.15,0.8
Madhya Pradesh,District_7,Wheat,Kharif,2020,1719.54,6789.78,3.95
Telangana,District_14,Rice,Zaid,2015,2504.69,1592.49,0.64
Tamil Nadu,District_11,Pulses,Rabi,2013,700.11,9888.75,14.12
Tamil Nadu,District_7,Maize,Kharif,2012,4878.79,14059.86,2.88
Maharashtra,District_29,Wheat,Kharif,2023,693.22,7634.46,11.01
Maharashtra,District_10,Rice,Zaid,2018,2251.79,12332.87,5.48
Punjab,District_29,Sugarcane,Rabi,2015,2244.6,11424.83,5.09
Madhya Pradesh,District_9,Maize,Rabi,2010,92.76,5962.47,64.28
Telangana,District_36,Rice,Zaid,2012,3355.6,9786.89,2.92
Madhya Pradesh,District_48,Wheat,Zaid,2010,2714.14,1473.48,0.54
Andhra Pradesh,District_10,Wheat,Zaid,2012,2512.61,9252.27,3.68
Uttar Pradesh,District_19,Sugarcane,Zaid,2011,4099.52,9217.97,2.25
Telangana,District_31,Maize,Zaid,2014,1243.63,671.49,0.54
Telangana,District_17,Maize,Rabi,2024,4312.43,10326.08,2.39
Karnataka,District_9,Pulses,Rabi,2012,4330.65,14780.1,3.41
Madhya Pradesh,District_45,Rice,Kharif,2016,4142.97,9099.82,2.2
Punjab,District_33,Pulses,Rabi,2017,1739.92,12955.91,7.45
Karnataka,District_34,Wheat,Zaid,2016,854.66,10695.18,12.51
Telangana,District_45,Wheat,Rabi,2011,2402.13,15725.06,6.55
Telangana,District_24,Oilseeds,Rabi,2019,1336.21,10337.66,7.74
Telangana,District_9,Sugarcane,Rabi,2019,308.3,6699.02,21.73
Tamil Nadu,District_7,Sugarcane,Kharif,2016,1433.38,16568.62,11.56
Madhya Pradesh,District_16,Maize,Kharif,2019,2372.19,1445.67,0.61
Uttar Pradesh,District_19,Pulses,Zaid,2012,608.04,5860.18,9.64
Uttar Pradesh,District_39,Wheat,Zaid,2016,4724.45,11870.54,2.51
Karnataka,District_6,Oilseeds,Kharif,2024,3297.7,17134.93,5.2
Telangana,District_50,Rice,Rabi,2010,724.89,1535.62,2.12
Uttar Pradesh,District_11,Oilseeds,Rabi,2011,4069.72,2011.45,0.49
Maharashtra,District_12,Cotton,Kharif,2021,4644.04,5719.46,1.23
Madhya Pradesh,District_42,Rice,Zaid,2019,1350.78,6956.98,5.15
Uttar Pradesh,District_13,Sugarcane,Rabi,2010,759.1,16886.41,22.25
Punjab,District_12,Rice,Zaid,2018,1646.25,19182.17,11.65
Madhya Pradesh,District_21,Wheat,Rabi,2022,4169.63,442.85,0.11
Punjab,District_10,Pulses,Zaid,2022,916.71,405.59,0.44
Uttar Pradesh,District_20,Oilseeds,Rabi,2024,3907.77,17309.73,4.43
Maharashtra,District_50,Maize,Zaid,2011,3595.5,2798.78,0.78
Punjab,District_36,Pulses,Zaid,2011,3274.27,6852.79,2.09
Tamil Nadu,District_28,Cotton,Zaid,2015,2194.92,5576.75,2.54
Uttar Pradesh,District_24,Maize,Kharif,2016,1865.51,5709.18,3.06
Tamil Nadu,District_5,Cotton,Zaid,2023,472.03,6638.98,14.06
Uttar Pradesh,District_37,Cotton,Kharif,2022,1818.91,6787.32,3.73
Andhra Pradesh,District_12,Wheat,Kharif,2011,3029.12,12441.1,4.11
Andhra Pradesh,District_35,Wheat,Zaid,2023,4496.14,12612.8,2.81
Andhra Pradesh,District_40,Sugarcane,Kharif,2013,4173.97,10505.55,2.52
Punjab,District_2,Sugarcane,Kharif,2012,209.47,17184.98,82.04
Tamil Nadu,District_50,Cotton,Kharif,2022,737.37,16928.87,22.96
Tamil Nadu,District_41,Pulses,Rabi,2014,4250.02,4422.63,1.04
Tamil Nadu,District_45,Sugarcane,Zaid,2018,4699.63,10918.43,2.32
Maharashtra,District_39,Wheat,Kharif,2011,326.25,15698.36,48.12
Tamil Nadu,District_42,Sugarcane,Zaid,2022,3521.2,17350.8,4.93
Maharashtra,District_9,Cotton,Kharif,2014,1860.38,5178.2,2.78
Andhra Pradesh,District_22,Oilseeds,Zaid,2017,1853.24,9932.59,5.36
Andhra Pradesh,District_47,Maize,Kharif,2015,3231.21,10548.04,3.26
Punjab,District_5,Pulses,Rabi,2013,4060.57,14022.8,3.45
Uttar Pradesh,District_12,Pulses,Rabi,2024,1410.45,6672.16,4.73
Andhra Pradesh,District_1,Rice,Rabi,2019,3541.5,5939.69,1.68
Uttar Pradesh,District_44,Sugarcane,Kharif,2017,3197.59,14141.39,4.42
Uttar Pradesh,District_22,Pulses,Zaid,2012,2610.74,8046.78,3.08
Madhya Pradesh,District_38,Oilseeds,Kharif,2013,3032.01,180.08,0.06
Punjab,District_19,Oilseeds,Rabi,2020,139.36,18763.15,134.64
Telangana,District_16,Wheat,Kharif,2018,70.13,3077.95,43.89
Telangana,District_31,Maize,Zaid,2014,2774.67,3057.82,1.1
Karnataka,District_3,Wheat,Rabi,2015,2644.34,16385.48,6.2
Madhya Pradesh,District_23,Sugarcane,Kharif,2021,403.11,6776.51,16.81
Punjab,District_42,Cotton,Zaid,2020,2485.53,6630.69,2.67
Karnataka,District_18,Oilseeds,Rabi,2011,3799.77,12485.67,3.29
Karnataka,District_26,Oilseeds,Zaid,2018,2728.95,1274.87,0.47
Madhya Pradesh,District_13,Rice,Zaid,2017,2612.19,4815.54,1.84
Telangana,District_18,Rice,Rabi,2016,3603.65,1160.1,0.32
Punjab,District_3,Oilseeds,Kharif,2018,900.63,5901.04,6.55
Telangana,District_23,Maize,Kharif,2014,2314.53,17411.61,7.52
Karnataka,District_3,Pulses,Kharif,2014,782.84,18195.72,23.24
Punjab,District_25,Pulses,Kharif,2020,2643.01,6257.79,2.37
Karnataka,District_27,Oilseeds,Zaid,2020,2980.11,3832.98,1.29
Tamil Nadu,District_44,Pulses,Kharif,2018,652.28,2791.99,4.28
Madhya Pradesh,District_27,Rice,Kharif,2020,423.8,7948.94,18.76
Uttar Pradesh,District_39,Cotton,Zaid,2014,875.33,16545.49,18.9
Punjab,District_25,Pulses,Zaid,2018,2952.37,17068.0,5.78
Punjab,District_24,Wheat,Rabi,2010,988.61,1013.97,1.03
Uttar Pradesh,District_8,Oilseeds,Zaid,2024,1412.45,4263.65,3.02
Karnataka,District_9,Pulses,Rabi,2019,3527.6,4143.09,1.17
Tamil Nadu,District_46,Cotton,Rabi,2019,1279.31,16585.76,12.96
Maharashtra,District_37,Oilseeds,Kharif,2020,2017.76,9180.22,4.55
Uttar Pradesh,District_30,Maize,Kharif,2017,4647.78,7431.07,1.6
Madhya Pradesh,District_19,Maize,Kharif,2012,4133.73,19136.46,4.63
Telangana,District_16,Rice,Zaid,2022,1314.59,18514.61,14.08
Karnataka,District_24,Cotton,Zaid,2017,3008.0,8858.12,2.94
Uttar Pradesh,District_44,Wheat,Kharif,2014,3345.73,2653.8,0.79
Uttar Pradesh,District_21,Cotton,Kharif,2011,4506.2,3502.97,0.78
Punjab,District_36,Wheat,Zaid,2018,2759.96,2330.47,0.84
Telangana,District_40,Wheat,Rabi,2013,2828.37,13642.03,4.82
Telangana,District_39,Cotton,Rabi,2023,4447.81,11138.27,2.5
Madhya Pradesh,District_47,Oilseeds,Kharif,2023,319.19,11177.23,35.02
Telangana,District_6,Sugarcane,Kharif,2016,3159.3,2057.72,0.65
Uttar Pradesh,District_5,Cotton,Kharif,2021,2112.41,15886.17,7.52
Maharashtra,District_14,Oilseeds,Rabi,2017,4553.33,10757.9,2.36
Andhra Pradesh,District_45,Wheat,Kharif,2016,4804.67,1910.29,0.4
Karnataka,District_42,Oilseeds,Rabi,2020,892.72,14967.9,16.77
Andhra Pradesh,District_50,Oilseeds,Zaid,2015,1443.27,19627.83,13.6
Uttar Pradesh,District_4,Pulses,Zaid,2024,1403.62,8879.49,6.33
Andhra Pradesh,District_8,Maize,Zaid,2023,548.11,2401.53,4.38
Uttar Pradesh,District_24,Maize,Kharif,2021,2440.57,2117.84,0.87
Andhra Pradesh,District_11,Rice,Zaid,2016,2589.75,615.0,0.24
Telangana,District_17,Maize,Rabi,2013,2886.24,15430.92,5.35
Tamil Nadu,District_50,Sugarcane,Rabi,2019,3331.64,13910.62,4.18
Telangana,District_21,Wheat,Rabi,2010,361.44,11726.36,32.44
Telangana,District_26,Cotton,Kharif,2014,3131.29,15336.02,4.9
Madhya Pradesh,District_43,Cotton,Kharif,2017,4573.36,19986.02,4.37
Punjab,District_48,Sugarcane,Rabi,2019,2302.21,8096.77,3.52
Punjab,District_44,Maize,Rabi,2015,578.23,14145.62,24.46
Andhra Pradesh,District_45,Wheat,Rabi,2014,475.42,7605.52,16.0
Uttar Pradesh,District_27,Maize,Rabi,2011,1444.67,7105.95,4.92
Madhya Pradesh,District_16,Oilseeds,Zaid,2019,3775.0,17033.31,4.51
Telangana,District_26,Rice,Rabi,2021,1341.95,11537.79,8.6
Madhya Pradesh,District_33,Maize,Kharif,2014,4080.94,2500.2,0.61
Andhra Pradesh,District_31,Rice,Kharif,2019,4107.31,8129.97,1.98
Punjab,District_48,Cotton,Kharif,2021,2312.7,15951.43,6.9
Tamil Nadu,District_47,Wheat,Kharif,2012,1538.9,18805.96,12.22
Karnataka,District_6,Pulses,Kharif,2022,3008.45,12327.12,4.1
Andhra Pradesh,District_44,Oilseeds,Rabi,2024,4062.12,7944.85,1.96
Madhya Pradesh,District_8,Rice,Rabi,2011,369.63,5114.45,13.84
Tamil Nadu,District_7,Maize,Zaid,2023,4769.45,8498.27,1.78
Karnataka,District_34,Oilseeds,Zaid,2012,3247.21,11356.52,3.5
Maharashtra,District_44,Maize,Zaid,2013,2020.83,187.89,0.09
Andhra Pradesh,District_14,Oilseeds,Rabi,2011,2554.8,5446.69,2.13
Andhra Pradesh,District_16,Cotton,Zaid,2023,1958.68,13463.17,6.87
Maharashtra,District_43,Sugarcane,Rabi,2013,2092.42,13497.27,6.45
Maharashtra,District_9,Oilseeds,Kharif,2013,2998.3,13094.83,4.37
Andhra Pradesh,District_10,Pulses,Rabi,2024,348.19,19003.85,54.58
Maharashtra,District_17,Sugarcane,Rabi,2015,918.12,11414.06,12.43
Telangana,District_12,Maize,Kharif,2021,1173.85,5467.59,4.66
Karnataka,District_6,Sugarcane,Kharif,2014,2067.2,16251.09,7.86
Karnataka,District_19,Oilseeds,Kharif,2016,1886.73,7848.61,4.16
Karnataka,District_43,Pulses,Zaid,2020,3624.91,4861.88,1.34
Telangana,District_41,Pulses,Zaid,2016,1332.94,11179.31,8.39
Uttar Pradesh,District_29,Wheat,Zaid,2012,332.51,5851.79,17.6
Maharashtra,District_6,Sugarcane,Kharif,2018,324.44,7983.58,24.61
Tamil Nadu,District_25,Wheat,Zaid,2016,106.0,13893.84,131.07
Maharashtra,District_24,Maize,Kharif,2016,238.23,19919.37,83.61
Andhra Pradesh,District_25,Maize,Kharif,2011,4300.37,12930.16,3.01
Punjab,District_16,Maize,Kharif,2024,3501.35,5601.95,1.6
Madhya Pradesh,District_16,Cotton,Zaid,2021,4979.86,1900.26,0.38
Madhya Pradesh,District_6,Sugarcane,Zaid,2019,150.55,7303.16,48.51
Karnataka,District_37,Rice,Kharif,2012,4252.56,484.28,0.11
Maharashtra,District_21,Pulses,Zaid,2012,3495.48,9348.62,2.67
Tamil Nadu,District_4,Rice,Rabi,2021,3219.7,13233.68,4.11
Andhra Pradesh,District_34,Maize,Zaid,2022,1814.83,10284.74,5.67
Telangana,District_28,Oilseeds,Kharif,2015,1914.8,17319.12,9.04
Uttar Pradesh,District_38,Oilseeds,Kharif,2013,4235.53,9931.6,2.34
Telangana,District_41,Sugarcane,Kharif,2013,3581.75,9301.36,2.6
Tamil Nadu,District_28,Oilseeds,Rabi,2010,3368.07,6262.58,1.86
Andhra Pradesh,District_17,Wheat,Kharif,2015,201.71,16768.51,83.13
Karnataka,District_14,Rice,Kharif,2017,962.38,18081.61,18.79
Maharashtra,District_7,Oilseeds,Zaid,2017,4814.99,19560.58,4.06
Andhra Pradesh,District_22,Maize,Rabi,2024,2299.14,19626.06,8.54
Madhya Pradesh,District_1,Rice,Zaid,2017,3917.9,19610.43,5.01
Uttar Pradesh,District_29,Rice,Kharif,2014,1977.16,14267.98,7.22
Telangana,District_31,Pulses,Kharif,2019,3833.4,11296.79,2.95
Uttar Pradesh,District_30,Rice,Rabi,2015,640.1,3529.65,5.51
Uttar Pradesh,District_15,Maize,Kharif,2014,258.53,15364.56,59.43
Tamil Nadu,District_18,Pulses,Rabi,2013,2357.57,14724.11,6.25
Tamil Nadu,District_35,Maize,Zaid,2021,2978.65,16863.8,5.66
Maharashtra,District_50,Cotton,Rabi,2013,1652.32,9302.78,5.63
Tamil Nadu,District_30,Oilseeds,Zaid,2013,3594.22,17859.19,4.97
Tamil Nadu,District_34,Cotton,Kharif,2013,2504.31,14401.62,5.75
