state,district,soil_type,ph_level,nitrogen,phosphorus,potassium
Maharashtra,District_25,Laterite,5.85,345.46,150.46,399.11
Madhya Pradesh,District_43,Red,8.23,301.27,62.54,166.02
Uttar Pradesh,District_40,Black,5.83,366.17,77.54,229.29
Karnataka,District_33,Alluvial,7.99,186.94,112.35,396.73
Uttar Pradesh,District_39,Red,7.85,339.02,59.27,267.8
Andhra Pradesh,District_3,Black,8.15,185.1,209.82,196.71
Maharashtra,District_13,Red,5.82,300.42,173.29,243.77
Telangana,District_38,Alluvial,6.88,345.95,268.85,58.59
Tamil Nadu,District_46,Black,6.44,267.76,226.18,192.26
Telangana,District_13,Alluvial,7.56,351.11,99.5,92.32
Uttar Pradesh,District_26,Black,6.06,452.29,95.75,216.84
Uttar Pradesh,District_34,Black,5.77,118.14,234.26,163.46
Tamil Nadu,District_11,Black,6.16,441.74,155.33,287.58
Uttar Pradesh,District_33,Red,8.48,324.84,186.84,374.46
Karnataka,District_21,Alluvial,6.27,385.54,283.94,141.1
Andhra Pradesh,District_23,Alluvial,6.36,418.55,58.4,372.84
Andhra Pradesh,District_40,Red,7.67,161.04,243.68,68.55
Uttar Pradesh,District_21,Alluvial,6.44,121.17,100.96,133.1
Tamil Nadu,District_39,Red,7.09,313.71,249.96,102.11
Madhya Pradesh,District_46,Black,7.75,271.39,187.27,301.03
Andhra Pradesh,District_18,Red,6.5,326.06,137.28,218.26
Karnataka,District_11,Laterite,6.58,422.19,179.98,88.95
Telangana,District_17,Red,6.17,262.88,136.49,362.48
Madhya Pradesh,District_49,Red,7.75,373.64,58.65,118.07
Karnataka,District_42,Laterite,8.48,269.38,194.01,121.89
Madhya Pradesh,District_1,Black,5.69,399.98,204.36,371.71
Karnataka,District_3,Black,6.72,476.7,136.41,217.62
Telangana,District_5,Red,6.53,193.45,57.53,302.24
Uttar Pradesh,District_24,Black,6.56,126.54,120.57,246.52
Punjab,District_39,Laterite,7.07,291.92,278.78,368.49
Maharashtra,District_32,Black,7.48,270.7,74.03,398.25
Maharashtra,District_18,Black,6.97,194.16,89.7,77.41
Tamil Nadu,District_41,Black,7.78,371.79,268.1,148.19
Madhya Pradesh,District_46,Red,5.69,124.93,119.23,236.81
Tamil Nadu,District_45,Black,7.9,346.56,109.19,307.92
Maharashtra,District_40,Laterite,8.15,132.44,120.59,224.96
Punjab,District_48,Alluvial,7.29,457.54,271.52,86.82
Madhya Pradesh,District_20,Alluvial,6.46,328.53,92.12,336.63
Maharashtra,District_2,Red,6.92,324.52,223.67,98.68
Madhya Pradesh,District_8,Black,7.29,410.14,267.05,219.03
Karnataka,District_2,Black,7.89,398.16,296.61,207.27
Madhya Pradesh,District_43,Alluvial,7.85,106.22,293.93,224.42
Uttar Pradesh,District_18,Laterite,6.54,456.79,273.02,98.55
Andhra Pradesh,District_10,Black,6.8,330.64,136.81,107.38
Tamil Nadu,District_3,Red,7.8,434.44,229.0,294.51
Madhya Pradesh,District_44,Laterite,6.79,391.83,85.74,142.0
Andhra Pradesh,District_2,Alluvial,7.41,112.6,222.13,138.72
Telangana,District_48,Red,8.46,148.42,190.69,191.97
Maharashtra,District_34,Alluvial,8.02,172.23,293.11,147.77
Karnataka,District_6,Red,6.15,240.03,106.77,389.84
Telangana,District_47,Red,6.74,269.2,106.9,291.77
Tamil Nadu,District_43,Black,7.14,393.25,271.61,309.84
Karnataka,District_21,Black,7.29,248.27,197.87,368.46
Madhya Pradesh,District_16,Black,6.39,431.92,216.11,83.84
Telangana,District_46,Black,8.26,293.84,136.79,199.44
Telangana,District_16,Black,8.23,238.96,80.23,261.79
Madhya Pradesh,District_2,Alluvial,5.99,424.53,185.52,319.89
Madhya Pradesh,District_16,Red,8.29,158.57,187.88,387.54
Andhra Pradesh,District_32,Red,6.84,336.59,256.87,291.94
Madhya Pradesh,District_38,Black,6.81,110.75,270.02,371.38
Maharashtra,District_16,Laterite,6.05,397.89,171.58,393.69
Punjab,District_8,Red,5.75,344.12,108.38,290.56
Karnataka,District_47,Red,6.25,428.4,221.88,300.14
Karnataka,District_27,Black,8.14,206.95,213.26,392.7
Punjab,District_4,Red,6.72,413.25,189.0,322.83
Karnataka,District_32,Laterite,8.26,219.23,173.37,332.95
Uttar Pradesh,District_21,Red,7.3,242.9,97.1,80.78
Telangana,District_14,Red,5.52,476.83,149.27,394.45
Punjab,District_50,Red,6.49,283.14,247.95,230.87
Madhya Pradesh,District_5,Red,5.88,309.02,180.89,351.78
Madhya Pradesh,District_24,Black,7.74,474.49,153.06,343.07
Maharashtra,District_30,Laterite,7.53,479.32,163.44,291.41
Karnataka,District_36,Black,6.19,237.17,276.29,275.29
Uttar Pradesh,District_21,Red,6.13,284.1,209.83,389.93
Telangana,District_30,Black,8.21,312.34,128.29,52.12
Madhya Pradesh,District_24,Laterite,5.85,223.35,95.31,236.68
Uttar Pradesh,District_23,Black,5.6,372.04,242.52,296.66
Maharashtra,District_32,Laterite,6.6,203.41,224.53,77.27
Madhya Pradesh,District_26,Black,7.19,163.1,173.65,184.49
Telangana,District_20,Black,8.26,473.0,196.01,300.58
Karnataka,District_34,Laterite,8.23,104.68,131.09,57.79
Andhra Pradesh,District_2,Laterite,5.92,346.52,105.71,370.48
Punjab,District_9,Black,7.86,377.58,80.9,213.36
Punjab,District_45,Red,8.3,398.85,123.41,115.21
Madhya Pradesh,District_15,Laterite,8.0,305.45,93.34,223.9
Uttar Pradesh,District_2,Laterite,6.74,199.49,169.94,70.43
Karnataka,District_1,Laterite,6.12,421.45,294.69,153.5
Tamil Nadu,District_47,Laterite,8.25,133.67,164.86,398.72
Tamil Nadu,District_21,Black,7.1,482.41,50.64,235.75
Andhra Pradesh,District_9,Black,6.26,225.53,278.97,78.64
Uttar Pradesh,District_48,Alluvial,6.47,128.91,150.21,325.37
Madhya Pradesh,District_41,Black,7.19,140.78,78.29,76.18
Karnataka,District_27,Red,6.72,496.19,160.75,204.59
Karnataka,District_38,Black,5.62,343.33,229.26,369.78
Maharashtra,District_48,Alluvial,7.22,344.1,132.99,60.02
Tamil Nadu,District_50,Laterite,6.72,429.52,199.95,381.96
Andhra Pradesh,District_20,Red,6.92,296.31,83.27,175.09
Uttar Pradesh,District_22,Black,7.76,200.54,297.79,66.17
Madhya Pradesh,District_17,Alluvial,5.58,159.98,182.72,234.79
Maharashtra,District_50,Alluvial,5.7,151.65,52.49,313.86
Madhya Pradesh,District_2,Black,5.5,417.63,226.06,146.24
Telangana,District_15,Black,6.77,448.45,198.68,190.29
Telangana,District_49,Black,6.34,434.48,58.45,378.84
Maharashtra,District_9,Alluvial,6.73,487.4,66.79,300.63
Andhra Pradesh,District_33,Laterite,7.23,449.34,98.5,360.65
Maharashtra,District_45,Laterite,5.52,264.55,86.43,389.77
Andhra Pradesh,District_33,Red,5.98,165.85,194.54,55.01
Uttar Pradesh,District_4,Black,5.88,414.29,151.05,228.45
Karnataka,District_1,Black,7.36,302.9,78.12,70.3
Telangana,District_9,Laterite,7.27,240.69,50.33,290.93
Madhya Pradesh,District_8,Black,5.73,109.18,160.89,70.96
Punjab,District_16,Red,7.9,418.48,289.98,92.01
Telangana,District_29,Laterite,5.98,450.33,118.92,270.98
Maharashtra,District_44,Black,6.02,327.29,97.41,67.53
Uttar Pradesh,District_40,Alluvial,6.71,481.76,223.58,350.14
Madhya Pradesh,District_10,Alluvial,6.5,117.43,240.19,78.25
Madhya Pradesh,District_23,Red,8.4,130.98,77.32,294.94
Madhya Pradesh,District_10,Laterite,8.22,147.98,90.68,380.58
Tamil Nadu,District_43,Red,5.65,246.31,203.06,345.32
Maharashtra,District_30,Black,6.68,241.4,139.67,244.1
Karnataka,District_1,Laterite,7.85,347.39,75.15,354.84
Maharashtra,District_48,Black,7.39,440.26,200.16,381.38
Punjab,District_16,Black,7.81,138.64,216.76,175.58
Andhra Pradesh,District_6,Alluvial,6.72,307.32,216.62,359.82
Punjab,District_19,Alluvial,6.67,127.68,161.25,229.56
Karnataka,District_34,Red,7.8,149.06,277.77,386.86
Uttar Pradesh,District_49,Alluvial,6.38,406.3,151.69,314.71
Punjab,District_17,Black,5.67,320.86,130.5,185.27
Telangana,District_49,Red,8.17,216.84,149.12,290.02
Madhya Pradesh,District_11,Red,8.34,225.83,234.7,189.68
Andhra Pradesh,District_29,Black,7.33,304.05,198.64,330.02
Maharashtra,District_35,Black,7.71,271.24,132.42,395.21
Tamil Nadu,District_28,Laterite,7.57,134.29,178.75,253.66
Punjab,District_13,Black,7.11,244.72,150.39,50.23
Tamil Nadu,District_4,Black,7.3,328.58,293.02,187.46
Andhra Pradesh,District_16,Alluvial,7.12,440.52,180.55,211.82
Maharashtra,District_34,Alluvial,5.84,226.95,86.59,356.68
Tamil Nadu,District_21,Alluvial,6.46,192.15,161.56,316.92
Punjab,District_16,Alluvial,5.55,224.71,110.76,90.69
Madhya Pradesh,District_20,Alluvial,5.73,268.04,154.88,141.19
Andhra Pradesh,District_38,Laterite,7.02,336.25,99.29,146.76
Punjab,District_35,Black,6.03,438.58,137.63,191.7
Tamil Nadu,District_36,Laterite,6.57,160.87,268.08,288.65
Andhra Pradesh,District_17,Laterite,8.01,388.84,109.78,316.28
Andhra Pradesh,District_37,Red,5.76,410.64,213.22,202.23
Maharashtra,District_23,Black,8.0,366.65,166.43,384.2
Tamil Nadu,District_46,Alluvial,8.18,460.45,294.07,257.62
Punjab,District_35,Alluvial,6.46,446.41,55.88,200.45
Punjab,District_6,Red,6.87,471.75,151.28,112.04
Uttar Pradesh,District_1,Red,6.74,347.63,184.55,361.59
Andhra Pradesh,District_40,Black,5.93,103.79,125.78,338.16
Telangana,District_1,Black,5.78,443.91,289.7,82.36
Andhra Pradesh,District_42,Red,6.85,345.99,273.18,230.33
Uttar Pradesh,District_3,Laterite,7.2,278.46,119.01,288.92
Andhra Pradesh,District_45,Alluvial,6.97,382.23,101.87,370.21
Karnataka,District_15,Laterite,7.54,332.48,59.92,85.67
Andhra Pradesh,District_9,Black,6.93,217.78,91.45,390.77
Punjab,District_34,Laterite,8.09,459.1,253.61,317.28
Madhya Pradesh,District_25,Laterite,7.32,205.84,272.5,211.8
Maharashtra,District_17,Black,6.18,112.68,107.53,196.59
Maharashtra,District_8,Black,8.13,162.63,212.63,131.44
Uttar Pradesh,District_2,Laterite,8.08,171.49,165.62,133.2
Madhya Pradesh,District_6,Laterite,6.61,495.07,61.28,222.33
Andhra Pradesh,District_23,Laterite,6.07,277.08,84.49,268.36
Maharashtra,District_50,Black,7.84,324.66,112.15,126.73
Punjab,District_13,Black,5.68,481.19,295.74,196.0
Punjab,District_33,Alluvial,6.78,256.96,181.21,171.2
Andhra Pradesh,District_10,Red,6.88,251.73,200.15,321.21
Maharashtra,District_35,Red,7.39,124.4,214.89,252.13
Uttar Pradesh,District_41,Red,6.31,325.96,170.18,80.54
Madhya Pradesh,District_22,Black,6.56,327.01,249.63,252.92
Telangana,District_13,Alluvial,8.36,358.25,253.5,394.67
Punjab,District_5,Black,8.12,155.2,55.12,107.78
Andhra Pradesh,District_6,Laterite,6.65,332.09,250.95,181.57
Madhya Pradesh,District_41,Black,8.4,106.89,80.95,128.18
Madhya Pradesh,District_12,Black,5.69,284.4,269.74,70.9
Andhra Pradesh,District_23,Laterite,6.41,351.86,55.64,131.66
Telangana,District_49,Black,7.63,244.88,232.09,288.59
Maharashtra,District_43,Red,7.3,424.16,292.88,146.41
Maharashtra,District_47,Red,7.08,161.4,92.42,302.49
Tamil Nadu,District_29,Laterite,7.81,393.31,251.77,206.07
Madhya Pradesh,District_31,Red,8.43,187.08,127.3,122.03
Telangana,District_2,Alluvial,7.59,498.72,150.2,326.96
Punjab,District_22,Alluvial,6.8,365.72,208.5,254.95
Telangana,District_18,Black,7.55,143.59,256.04,209.97
Karnataka,District_24,Black,7.09,191.38,183.4,190.38
Maharashtra,District_14,Red,7.4,438.2,242.11,99.25
Madhya Pradesh,District_38,Laterite,7.52,130.12,261.34,67.29
Madhya Pradesh,District_41,Laterite,8.48,253.54,279.2,346.39
Uttar Pradesh,District_34,Black,6.99,132.37,189.94,171.69
Andhra Pradesh,District_49,Red,7.79,327.26,141.14,222.95
Telangana,District_4,Alluvial,8.35,131.44,226.24,251.64
Uttar Pradesh,District_10,Laterite,6.16,393.36,278.13,122.58
Karnataka,District_8,Laterite,6.65,455.7,108.24,153.66
Maharashtra,District_38,Red,7.17,229.66,196.33,224.35
Andhra Pradesh,District_27,Alluvial,6.68,203.38,128.23,133.27
Karnataka,District_30,Laterite,7.69,391.86,205.8,334.35
Telangana,District_3,Black,6.0,109.95,213.61,240.73
Andhra Pradesh,District_39,Red,8.34,168.84,280.0,176.67
Uttar Pradesh,District_29,Alluvial,6.63,116.94,165.71,177.85
Uttar Pradesh,District_32,Black,8.24,437.96,164.48,232.77
Andhra Pradesh,District_42,Alluvial,8.37,390.08,294.59,223.15
Madhya Pradesh,District_49,Alluvial,6.09,453.55,238.27,163.95
Tamil Nadu,District_24,Alluvial,7.19,163.1,127.48,161.48
Karnataka,District_28,Black,7.79,222.95,181.35,175.14
Andhra Pradesh,District_31,Black,5.6,130.64,129.61,194.07
Telangana,District_19,Alluvial,6.71,453.64,193.79,199.22
Andhra Pradesh,District_29,Laterite,6.74,195.02,246.0,130.36
Tamil Nadu,District_16,Red,7.5,385.58,106.82,290.8
Tamil Nadu,District_33,Black,7.06,161.67,119.54,366.41
Uttar Pradesh,District_35,Black,7.7,100.45,103.71,217.96
Uttar Pradesh,District_23,Alluvial,6.58,440.92,87.31,316.48
Andhra Pradesh,District_18,Black,6.72,475.13,84.31,198.94
Maharashtra,District_39,Alluvial,6.72,457.88,198.38,176.52
Andhra Pradesh,District_37,Black,6.48,164.0,73.96,167.62
Tamil Nadu,District_13,Alluvial,5.73,439.49,205.3,310.81
Tamil Nadu,District_17,Black,6.87,359.85,232.27,169.49
Uttar Pradesh,District_8,Alluvial,8.09,487.69,191.15,94.28
Telangana,District_45,Alluvial,6.78,175.17,87.05,239.8
Telangana,District_35,Red,5.93,190.17,227.48,397.05
Maharashtra,District_17,Laterite,6.42,462.12,291.77,275.21
Telangana,District_11,Red,7.77,482.2,205.46,326.53
Madhya Pradesh,District_19,Red,6.26,263.19,163.41,269.86
Punjab,District_38,Red,5.68,492.64,120.71,270.29
Punjab,District_50,Black,5.66,129.84,220.97,304.29
Andhra Pradesh,District_13,Laterite,7.32,373.92,231.95,140.51
Andhra Pradesh,District_34,Alluvial,8.19,420.98,189.84,244.04
Punjab,District_22,Alluvial,6.28,453.64,117.27,285.61
Tamil Nadu,District_20,Alluvial,8.46,244.07,291.7,374.4
Uttar Pradesh,District_36,Red,6.16,369.59,89.38,69.53
Andhra Pradesh,District_31,Black,6.54,463.96,290.59,225.48
Madhya Pradesh,District_31,Laterite,6.9,497.74,60.05,105.48
Tamil Nadu,District_18,Laterite,5.82,466.34,110.26,87.54
Andhra Pradesh,District_28,Laterite,6.38,396.72,204.44,353.98
Andhra Pradesh,District_20,Black,7.3,353.97,193.88,73.94
Andhra Pradesh,District_34,Black,5.54,397.57,205.22,192.58
Andhra Pradesh,District_22,Red,6.95,234.61,229.93,90.02
Telangana,District_50,Laterite,7.48,390.02,69.16,107.17
Telangana,District_36,Alluvial,6.39,127.82,212.48,286.9
Tamil Nadu,District_8,Black,8.11,494.46,232.01,225.1
Karnataka,District_29,Laterite,6.33,407.47,255.74,198.81
Andhra Pradesh,District_22,Laterite,8.24,352.71,218.94,292.63
Tamil Nadu,District_3,Red,8.0,266.9,142.4,116.05
Uttar Pradesh,District_45,Alluvial,6.2,130.69,238.65,166.49
Tamil Nadu,District_2,Alluvial,5.69,235.37,106.63,394.01
Madhya Pradesh,District_9,Laterite,5.59,438.24,79.34,78.95
Madhya Pradesh,District_9,Black,7.83,255.68,171.46,334.01
Uttar Pradesh,District_26,Black,7.19,482.27,157.37,357.25
Andhra Pradesh,District_1,Alluvial,6.03,308.65,210.86,364.47
Andhra Pradesh,District_41,Black,5.99,452.96,203.44,143.13
Punjab,District_16,Laterite,6.63,439.57,66.2,362.12
Madhya Pradesh,District_43,Alluvial,5.76,197.14,209.13,156.01
Uttar Pradesh,District_18,Red,7.57,221.98,123.73,152.09
Tamil Nadu,District_39,Black,8.35,180.37,234.32,305.89
Tamil Nadu,District_31,Black,6.74,163.47,169.07,270.53
Telangana,District_46,Black,8.11,188.78,201.53,200.43
Telangana,District_1,Laterite,6.48,417.37,202.59,223.88
Andhra Pradesh,District_46,Black,6.24,135.25,146.17,221.72
Uttar Pradesh,District_1,Red,6.5,395.51,177.63,182.01
Punjab,District_46,Black,6.13,198.64,177.22,219.3
Tamil Nadu,District_24,Red,6.21,300.36,234.47,159.77
Andhra Pradesh,District_14,Black,7.57,115.99,149.8,128.48
Maharashtra,District_23,Alluvial,8.09,382.83,189.29,340.28
Madhya Pradesh,District_48,Laterite,6.64,160.38,184.1,373.08
Punjab,District_8,Laterite,7.27,419.44,124.97,278.43
Uttar Pradesh,District_2,Laterite,5.98,140.35,295.95,353.58
Andhra Pradesh,District_5,Alluvial,7.77,176.51,74.25,155.06
Punjab,District_38,Red,5.77,469.0,139.77,96.71
Andhra Pradesh,District_33,Laterite,6.04,376.95,290.89,142.98
Tamil Nadu,District_4,Red,6.75,137.22,208.57,131.19
Tamil Nadu,District_39,Black,5.85,192.57,89.42,138.17
Uttar Pradesh,District_8,Black,8.19,368.3,70.84,98.46
Punjab,District_29,Red,6.98,238.84,142.91,276.5
Telangana,District_29,Alluvial,6.36,416.36,87.55,354.73
Madhya Pradesh,District_37,Red,5.92,487.59,202.88,294.67
Uttar Pradesh,District_38,Black,6.01,373.49,226.39,250.36
Madhya Pradesh,District_30,Alluvial,7.69,338.04,282.35,110.27
Karnataka,District_47,Laterite,8.14,213.47,85.44,207.22
Andhra Pradesh,District_12,Black,7.43,451.04,70.69,183.11
Telangana,District_40,Laterite,6.57,141.42,206.42,120.18
Uttar Pradesh,District_8,Red,6.28,215.48,111.53,132.12
Maharashtra,District_48,Alluvial,6.96,274.23,135.7,210.47
Andhra Pradesh,District_47,Alluvial,6.4,143.72,92.7,272.37
Punjab,District_19,Alluvial,6.99,177.52,139.55,85.98
Punjab,District_3,Black,5.53,313.02,120.55,177.37
Uttar Pradesh,District_40,Red,8.15,141.65,258.19,233.41
Karnataka,District_23,Alluvial,7.27,250.29,86.88,240.93
Punjab,District_16,Black,6.97,465.24,155.7,150.96
Maharashtra,District_50,Red,6.94,289.54,140.27,269.18
Andhra Pradesh,District_46,Red,7.79,340.89,97.92,155.43
Tamil Nadu,District_28,Laterite,7.14,180.61,129.33,56.88
Madhya Pradesh,District_26,Alluvial,7.42,437.19,235.26,315.54
Karnataka,District_50,Laterite,7.89,342.25,251.85,197.48
Punjab,District_12,Laterite,8.07,484.96,138.16,392.25
Tamil Nadu,District_44,Alluvial,7.16,203.51,145.79,98.26
Punjab,District_24,Red,7.25,339.82,213.0,193.03
Maharashtra,District_49,Laterite,7.55,335.07,186.7,253.75
Telangana,District_14,Laterite,6.92,454.97,173.76,233.19
Tamil Nadu,District_18,Black,8.21,396.5,248.35,137.62
Karnataka,District_44,Red,7.13,165.92,275.92,371.75
Tamil Nadu,District_40,Black,8.27,438.86,135.43,230.61
Telangana,District_23,Laterite,7.91,448.93,57.84,345.85
Andhra Pradesh,District_15,Red,6.59,313.47,144.47,311.9
Punjab,District_3,Red,7.49,295.69,127.89,192.92
Madhya Pradesh,District_40,Laterite,7.65,322.92,214.86,285.35
Telangana,District_10,Black,6.9,120.17,249.1,91.5
Maharashtra,District_32,Laterite,7.62,356.61,128.5,384.2
Andhra Pradesh,District_9,Red,6.22,136.48,70.15,266.68
Tamil Nadu,District_9,Laterite,6.37,368.84,142.31,89.61
Tamil Nadu,District_45,Red,7.43,475.94,171.67,339.23
Punjab,District_46,Red,6.95,371.27,118.81,328.45
Uttar Pradesh,District_22,Alluvial,6.65,289.81,137.48,189.67
Telangana,District_2,Black,5.7,372.01,188.17,100.2
Andhra Pradesh,District_45,Red,8.45,366.18,234.14,183.14
Telangana,District_33,Black,6.18,310.19,187.94,263.96
Madhya Pradesh,District_32,Alluvial,7.37,418.29,151.63,353.04
Andhra Pradesh,District_11,Black,7.88,471.15,271.97,140.46
Telangana,District_26,Alluvial,7.02,117.91,231.51,186.3
Madhya Pradesh,District_30,Laterite,7.24,466.49,264.39,384.48
Punjab,District_16,Red,7.09,255.79,223.14,327.59
Karnataka,District_17,Red,7.41,170.22,136.08,232.49
Madhya Pradesh,District_25,Black,6.75,125.39,178.53,192.22
Karnataka,District_24,Alluvial,6.57,425.12,236.94,287.28
Andhra Pradesh,District_10,Black,8.46,451.61,272.92,341.34
Punjab,District_5,Alluvial,6.62,481.85,199.03,91.42
Andhra Pradesh,District_29,Laterite,6.84,348.23,214.88,374.88
Telangana,District_39,Red,5.99,124.46,263.34,114.6
Karnataka,District_44,Red,7.98,261.41,154.75,298.85
Telangana,District_48,Laterite,7.82,170.73,157.45,98.59
Tamil Nadu,District_16,Alluvial,7.7,406.18,282.04,87.6
Andhra Pradesh,District_22,Alluvial,8.11,454.59,266.23,112.57
Karnataka,District_41,Alluvial,5.56,171.56,192.1,62.59
Tamil Nadu,District_48,Red,5.55,111.39,295.32,375.59
Andhra Pradesh,District_44,Alluvial,8.43,381.03,291.78,91.5
Karnataka,District_37,Laterite,6.08,212.15,201.07,326.82
Tamil Nadu,District_9,Alluvial,8.16,311.26,130.59,307.59
Telangana,District_34,Black,7.88,462.34,89.55,287.14
Telangana,District_1,Alluvial,7.06,316.23,158.81,375.75
Karnataka,District_18,Laterite,5.63,107.33,244.26,391.34
Uttar Pradesh,District_19,Red,6.12,384.23,139.53,70.6
Madhya Pradesh,District_50,Alluvial,5.7,487.04,122.43,363.13
Maharashtra,District_17,Black,7.84,460.96,220.93,51.5
Maharashtra,District_39,Black,7.01,493.99,201.22,294.2
Andhra Pradesh,District_21,Laterite,8.46,136.74,210.9,194.58
Madhya Pradesh,District_16,Alluvial,7.11,479.04,62.84,64.1
Andhra Pradesh,District_34,Alluvial,5.84,457.37,161.74,223.79
Punjab,District_47,Alluvial,5.8,191.2,252.79,186.44
Punjab,District_20,Black,7.07,134.92,296.18,152.31
Punjab,District_38,Red,7.25,475.84,79.87,130.9
Tamil Nadu,District_3,Alluvial,5.97,200.52,230.73,308.52
Uttar Pradesh,District_10,Black,5.96,350.35,134.47,135.08
Tamil Nadu,District_32,Red,8.25,222.48,149.87,173.17
Uttar Pradesh,District_44,Laterite,8.03,276.82,194.37,320.2
Madhya Pradesh,District_9,Laterite,5.53,343.39,87.07,236.85
Punjab,District_14,Black,7.74,157.27,79.78,351.26
Telangana,District_35,Black,7.08,203.11,95.93,330.8
Maharashtra,District_26,Alluvial,7.44,190.02,79.96,72.76
Andhra Pradesh,District_4,Laterite,5.62,463.5,55.54,262.07
Punjab,District_2,Alluvial,6.81,136.94,281.89,119.12
Maharashtra,District_1,Alluvial,6.92,497.99,284.05,105.63
Tamil Nadu,District_50,Laterite,5.88,329.79,72.39,212.59
Maharashtra,District_2,Laterite,8.29,386.18,295.59,312.4
Telangana,District_4,Laterite,5.54,390.46,166.81,364.05
Andhra Pradesh,District_30,Red,5.78,466.27,62.02,341.61
Telangana,District_4,Alluvial,7.21,169.44,271.39,393.74
Andhra Pradesh,District_20,Alluvial,5.51,488.11,219.7,95.61
Madhya Pradesh,District_37,Laterite,8.48,243.49,287.57,169.05
Madhya Pradesh,District_9,Laterite,5.59,271.84,272.47,108.15
Telangana,District_23,Laterite,7.39,189.65,175.87,193.19
Madhya Pradesh,District_28,Laterite,6.58,227.83,109.86,266.48
Tamil Nadu,District_32,Laterite,5.84,149.39,163.51,379.21
Uttar Pradesh,District_21,Red,8.09,336.96,60.32,55.88
Karnataka,District_33,Black,7.14,488.64,188.66,358.48
Punjab,District_39,Alluvial,7.51,458.97,116.08,351.21
Madhya Pradesh,District_46,Black,7.86,290.65,255.53,237.1
Madhya Pradesh,District_27,Red,7.16,273.94,62.27,156.79
Telangana,District_7,Alluvial,6.26,322.72,217.58,150.5
Telangana,District_44,Laterite,6.44,335.43,238.3,348.29
Punjab,District_19,Red,7.98,391.38,267.43,198.42
Uttar Pradesh,District_5,Red,7.86,112.07,170.79,286.88
Maharashtra,District_8,Laterite,5.54,176.1,135.87,393.81
Tamil Nadu,District_32,Laterite,7.24,117.52,196.78,288.98
Karnataka,District_45,Black,7.76,396.58,109.9,164.72
Karnataka,District_37,Alluvial,5.8,266.1,189.75,356.22
Andhra Pradesh,District_47,Red,7.34,105.63,269.51,364.56
Uttar Pradesh,District_30,Laterite,6.9,440.05,276.63,317.05
Andhra Pradesh,District_41,Red,6.15,185.05,178.36,384.62
Karnataka,District_42,Alluvial,7.41,168.5,181.43,335.86
Karnataka,District_32,Laterite,6.4,202.0,70.17,131.89
Madhya Pradesh,District_46,Laterite,6.1,317.57,121.91,358.06
Punjab,District_4,Alluvial,6.85,304.99,218.68,148.84
Tamil Nadu,District_39,Laterite,7.3,345.37,284.54,386.58
Karnataka,District_6,Alluvial,6.8,426.57,149.44,251.1
Andhra Pradesh,District_3,Laterite,8.23,156.96,181.87,318.6
Andhra Pradesh,District_2,Alluvial,8.2,308.01,267.01,346.69
Maharashtra,District_21,Red,6.61,472.2,93.36,381.63
Karnataka,District_30,Alluvial,6.13,159.04,277.85,56.19
Madhya Pradesh,District_27,Black,8.2,410.75,175.73,120.7
Tamil Nadu,District_14,Red,6.75,457.7,107.88,116.66
Punjab,District_45,Red,6.43,119.0,239.81,104.08
Madhya Pradesh,District_29,Laterite,8.37,241.97,59.01,370.62
Telangana,District_16,Laterite,6.98,120.84,50.31,192.73
Andhra Pradesh,District_45,Black,8.12,466.47,146.4,147.88
Telangana,District_49,Red,5.53,234.31,265.49,58.87
Andhra Pradesh,District_44,Laterite,5.66,133.01,105.24,209.6
Tamil Nadu,District_50,Black,6.94,134.02,111.78,271.41
Telangana,District_49,Alluvial,7.46,372.52,225.52,280.11
Madhya Pradesh,District_4,Alluvial,6.94,497.8,129.75,198.22
Maharashtra,District_14,Black,6.92,338.9,226.64,354.33
Punjab,District_16,Alluvial,6.49,101.31,156.07,291.01
Tamil Nadu,District_11,Alluvial,6.87,218.5,177.56,62.18
Andhra Pradesh,District_31,Red,8.0,136.71,160.37,200.24
Karnataka,District_36,Red,7.78,202.04,221.59,308.83
Madhya Pradesh,District_29,Alluvial,6.19,397.12,174.9,394.23
Punjab,District_10,Alluvial,7.66,259.76,249.78,65.46
Telangana,District_47,Black,7.55,198.28,195.49,122.15
Karnataka,District_38,Red,5.9,255.7,255.84,76.81
Uttar Pradesh,District_44,Black,8.09,245.9,197.44,170.39
Andhra Pradesh,District_38,Red,5.68,191.6,180.1,368.3
Telangana,District_28,Black,5.51,145.46,137.19,228.98
Telangana,District_35,Laterite,7.92,424.65,200.58,375.63
Uttar Pradesh,District_33,Black,7.44,365.94,201.77,114.72
Punjab,District_31,Laterite,6.07,208.4,80.23,355.54
Madhya Pradesh,District_8,Alluvial,7.67,126.4,80.3,86.31
Uttar Pradesh,District_31,Red,8.14,384.17,83.97,258.22
Telangana,District_48,Red,6.03,184.01,148.8,161.16
Uttar Pradesh,District_5,Laterite,6.5,360.0,271.95,347.24
Tamil Nadu,District_39,Red,7.96,272.01,275.75,148.77
Tamil Nadu,District_38,Laterite,7.79,222.9,138.35,346.05
Uttar Pradesh,District_21,Laterite,7.32,193.04,120.16,162.55
Tamil Nadu,District_43,Black,6.67,191.81,60.01,87.44
Tamil Nadu,District_25,Black,6.75,140.84,109.65,356.92
Punjab,District_42,Black,6.8,476.16,138.54,86.67
Andhra Pradesh,District_9,Black,8.27,228.24,283.15,270.62
