state,district,year,rainfall_mm,avg_temperature_celsius,humidity
Punjab,District_33,2013,1041.13,31.92,68.15
Madhya Pradesh,District_39,2021,1250.13,28.46,71.02
Tamil Nadu,District_1,2022,383.61,29.68,78.84
Tamil Nadu,District_30,2022,1300.29,19.39,42.05
Karnataka,District_37,2011,450.49,35.77,48.72
Uttar Pradesh,District_18,2011,1671.17,24.43,78.86
Madhya Pradesh,District_30,2020,1937.14,23.94,66.59
Madhya Pradesh,District_27,2024,792.59,33.74,80.3
Tamil Nadu,District_49,2012,1161.25,26.16,62.43
Punjab,District_49,2012,1699.42,29.31,62.97
Maharashtra,District_30,2016,834.91,27.27,58.88
Telangana,District_45,2015,568.22,29.1,74.56
Punjab,District_36,2010,1556.41,22.89,69.51
Maharashtra,District_21,2021,1487.21,37.47,59.64
Karnataka,District_16,2022,1268.91,31.42,49.38
Madhya Pradesh,District_17,2015,1905.54,23.14,40.12
Punjab,District_18,2021,1923.71,20.01,44.57
Punjab,District_34,2014,1764.63,29.78,45.39
Uttar Pradesh,District_21,2015,798.13,28.3,68.47
Tamil Nadu,District_12,2017,683.12,38.51,77.96
Maharashtra,District_31,2010,1720.76,23.08,62.84
Maharashtra,District_10,2022,1407.31,37.4,60.71
Uttar Pradesh,District_41,2020,973.41,34.86,46.61
Andhra Pradesh,District_4,2015,996.59,28.48,85.05
Madhya Pradesh,District_15,2021,1750.66,37.22,76.76
Maharashtra,District_42,2021,577.52,36.96,60.85
Tamil Nadu,District_41,2013,1904.75,33.72,44.85
Telangana,District_28,2018,1376.47,20.23,82.3
Uttar Pradesh,District_7,2023,1645.31,21.52,48.48
Telangana,District_11,2021,930.47,31.02,73.67
Telangana,District_29,2019,1297.72,23.4,56.98
Tamil Nadu,District_34,2017,1574.98,30.13,82.98
Telangana,District_30,2016,1039.72,30.34,69.35
Punjab,District_27,2012,1129.49,30.92,51.37
Uttar Pradesh,District_25,2020,1289.54,30.54,40.63
Punjab,District_48,2022,407.79,26.34,50.62
Uttar Pradesh,District_38,2018,1767.42,22.63,58.27
Telangana,District_40,2022,1773.35,29.41,75.42
Karnataka,District_23,2022,778.41,28.89,50.81
Karnataka,District_29,2012,1795.7,24.05,53.08
Andhra Pradesh,District_50,2015,1566.83,19.13,61.76
Punjab,District_11,2023,1121.43,22.52,42.15
Andhra Pradesh,District_4,2011,891.2,30.12,78.42
Maharashtra,District_36,2017,978.94,29.78,43.94
Maharashtra,District_31,2010,1208.51,20.94,76.85
Punjab,District_10,2010,1001.29,31.33,53.4
Punjab,District_16,2017,1014.41,27.3,63.0
Madhya Pradesh,District_30,2018,645.31,32.38,60.52
Uttar Pradesh,District_35,2019,1503.28,37.54,52.66
Maharashtra,District_44,2018,1336.31,24.79,52.79
Uttar Pradesh,District_17,2021,1986.23,25.64,87.45
Andhra Pradesh,District_5,2017,540.12,32.89,55.27
Telangana,District_3,2019,493.36,38.88,49.15
Uttar Pradesh,District_16,2022,1177.08,28.69,52.52
Maharashtra,District_4,2017,558.38,21.72,74.76
Telangana,District_9,2013,1338.06,38.57,55.44
Telangana,District_4,2017,633.4,28.34,48.58
Andhra Pradesh,District_21,2023,1121.1,28.14,60.72
Madhya Pradesh,District_10,2022,1339.23,29.88,45.88
Uttar Pradesh,District_31,2016,1078.67,23.56,59.93
Karnataka,District_17,2018,843.98,35.26,83.11
Punjab,District_16,2019,1629.94,32.1,58.65
Karnataka,District_39,2023,1752.92,39.01,65.71
Tamil Nadu,District_47,2017,772.68,22.49,79.46
Karnataka,District_50,2021,1682.77,31.62,65.8
Maharashtra,District_6,2019,965.78,29.37,42.37
Andhra Pradesh,District_30,2024,1128.96,37.68,50.74
Telangana,District_15,2024,693.97,18.67,84.71
Andhra Pradesh,District_43,2011,1363.73,34.74,80.11
Uttar Pradesh,District_31,2017,471.58,31.71,78.03
Punjab,District_30,2023,1305.78,31.37,67.37
Madhya Pradesh,District_37,2017,1982.52,37.26,57.66
Uttar Pradesh,District_16,2019,1580.89,30.98,74.72
Tamil Nadu,District_44,2022,1821.57,33.75,73.17
Tamil Nadu,District_36,2019,1089.13,32.21,72.14
Tamil Nadu,District_2,2018,541.58,19.53,65.18
Telangana,District_28,2024,790.39,20.48,52.97
Tamil Nadu,District_48,2021,383.35,25.45,61.77
Punjab,District_40,2012,1153.08,32.87,65.61
Tamil Nadu,District_17,2017,1404.43,18.58,50.8
Tamil Nadu,District_41,2017,1021.62,35.0,51.5
Punjab,District_38,2019,1257.45,22.47,79.59
Punjab,District_36,2013,845.19,30.31,55.99
Telangana,District_32,2024,445.96,22.43,88.68
Uttar Pradesh,District_25,2014,1034.4,21.87,61.82
Madhya Pradesh,District_13,2022,1231.26,25.35,70.44
Tamil Nadu,District_14,2011,1970.48,38.27,65.2
Maharashtra,District_44,2023,890.36,23.23,64.66
Madhya Pradesh,District_25,2024,1452.21,19.07,84.5
Andhra Pradesh,District_35,2015,1698.46,37.41,44.65
Tamil Nadu,District_29,2019,870.16,27.66,57.29
Tamil Nadu,District_15,2023,1880.88,31.66,54.3
Madhya Pradesh,District_15,2018,876.01,37.49,56.3
Andhra Pradesh,District_47,2012,1948.67,34.62,85.63
Uttar Pradesh,District_47,2015,303.67,35.52,43.49
Tamil Nadu,District_40,2017,1378.09,28.56,54.17
Uttar Pradesh,District_17,2011,1642.87,33.12,76.88
Punjab,District_25,2019,776.1,39.2,51.94
Madhya Pradesh,District_23,2010,498.99,37.58,81.66
Uttar Pradesh,District_46,2022,341.43,31.47,56.5
Tamil Nadu,District_32,2015,426.49,19.88,45.66
Maharashtra,District_31,2012,1223.16,39.55,65.96
Uttar Pradesh,District_23,2022,1726.58,22.96,65.57
Punjab,District_38,2011,407.32,25.94,41.96
Karnataka,District_17,2020,492.41,21.09,75.9
Telangana,District_29,2019,308.68,21.67,47.09
Madhya Pradesh,District_2,2024,779.87,35.51,50.67
Telangana,District_11,2017,1866.12,20.82,68.12
Madhya Pradesh,District_16,2018,769.69,22.17,84.54
Andhra Pradesh,District_17,2016,1049.38,21.77,41.03
Maharashtra,District_21,2018,604.23,26.14,81.14
Uttar Pradesh,District_21,2022,497.68,33.28,77.71
Telangana,District_6,2021,610.07,32.16,48.08
Andhra Pradesh,District_46,2024,657.74,33.94,58.65
Andhra Pradesh,District_45,2022,521.49,33.99,85.3
Andhra Pradesh,District_23,2016,1645.64,18.07,47.32
Telangana,District_32,2012,1111.32,33.06,45.57
Karnataka,District_39,2010,1217.61,33.06,76.76
Andhra Pradesh,District_45,2022,936.91,19.37,63.55
Tamil Nadu,District_38,2010,658.26,27.4,54.21
Karnataka,District_29,2021,459.63,19.73,48.59
Karnataka,District_31,2014,429.07,22.2,76.11
Tamil Nadu,District_25,2018,614.74,28.77,61.98
Telangana,District_2,2019,1745.3,18.26,51.97
Telangana,District_22,2023,668.13,20.09,87.17
Uttar Pradesh,District_37,2021,903.19,19.87,68.05
Maharashtra,District_44,2015,1273.68,20.74,57.66
Uttar Pradesh,District_15,2011,1169.4,19.1,75.98
Telangana,District_6,2015,1431.9,31.47,64.82
Maharashtra,District_33,2020,630.34,21.93,40.47
Andhra Pradesh,District_11,2013,1190.88,36.98,82.03
Telangana,District_12,2018,1605.17,37.47,43.32
Telangana,District_24,2019,958.76,33.2,89.47
Uttar Pradesh,District_3,2012,1952.22,19.43,57.49
Tamil Nadu,District_30,2016,1282.51,37.62,66.24
Andhra Pradesh,District_19,2019,1447.21,27.21,89.98
Punjab,District_45,2021,1080.45,21.98,53.46
Punjab,District_43,2023,1758.35,35.13,63.13
Maharashtra,District_7,2017,1067.53,25.63,77.74
Andhra Pradesh,District_12,2011,1901.88,29.13,63.35
Punjab,District_50,2019,822.73,34.35,56.69
Karnataka,District_29,2016,1771.89,20.22,46.03
Tamil Nadu,District_48,2014,1386.9,21.73,65.65
Karnataka,District_8,2010,1658.39,39.31,67.59
Punjab,District_21,2016,364.09,33.7,51.64
Maharashtra,District_13,2019,771.38,23.08,56.69
Telangana,District_49,2017,1740.03,30.62,54.93
Telangana,District_27,2022,841.17,22.14,61.37
Madhya Pradesh,District_4,2023,1511.51,37.04,79.91
Telangana,District_32,2010,1986.72,27.87,56.63
Maharashtra,District_24,2013,601.19,35.75,53.62
Karnataka,District_41,2013,1009.83,39.38,81.99
Madhya Pradesh,District_9,2014,580.72,39.58,80.55
Maharashtra,District_10,2014,562.29,21.03,79.66
Madhya Pradesh,District_11,2013,1376.17,38.79,77.14
Maharashtra,District_33,2020,625.34,23.95,84.44
Karnataka,District_49,2023,1120.51,25.91,75.66
Punjab,District_7,2010,1962.5,19.39,48.47
Telangana,District_11,2018,866.32,32.2,41.65
Tamil Nadu,District_45,2014,1785.17,32.17,49.09
Madhya Pradesh,District_28,2023,973.82,35.09,58.23
Maharashtra,District_38,2010,746.87,38.82,42.65
Maharashtra,District_30,2012,871.63,27.42,77.85
Karnataka,District_8,2010,517.07,26.96,72.07
Punjab,District_27,2022,1454.27,32.06,75.9
Uttar Pradesh,District_22,2016,1165.33,32.68,44.79
Tamil Nadu,District_42,2019,1343.51,27.8,56.44
Uttar Pradesh,District_32,2019,815.26,38.23,62.97
Maharashtra,District_14,2022,1410.89,19.15,70.13
Uttar Pradesh,District_26,2019,579.82,34.64,80.14
Andhra Pradesh,District_44,2016,1409.2,22.57,88.85
Tamil Nadu,District_11,2015,437.93,28.9,44.11
Maharashtra,District_7,2018,980.46,36.73,72.08
Tamil Nadu,District_45,2016,1336.58,25.25,46.74
Punjab,District_30,2014,1754.04,37.79,54.99
Uttar Pradesh,District_2,2016,1681.11,27.92,78.6
Andhra Pradesh,District_35,2024,1195.82,33.46,89.7
Andhra Pradesh,District_26,2022,1801.73,33.9,66.32
Tamil Nadu,District_25,2022,1160.04,23.74,57.66
Telangana,District_1,2019,1179.18,37.81,50.7
Tamil Nadu,District_29,2013,1524.94,20.74,79.13
Karnataka,District_24,2019,1792.23,30.98,85.19
Madhya Pradesh,District_38,2022,1324.62,38.44,82.43
Telangana,District_1,2018,1905.13,18.68,65.48
Punjab,District_25,2015,695.4,29.69,69.46
Andhra Pradesh,District_34,2013,1871.33,23.42,81.83
Telangana,District_42,2014,676.81,22.23,86.44
Andhra Pradesh,District_44,2017,1194.91,23.14,86.95
Andhra Pradesh,District_5,2016,1653.25,37.86,74.49
Andhra Pradesh,District_41,2015,1662.69,27.36,49.58
Karnataka,District_12,2011,772.87,23.19,55.65
Karnataka,District_8,2024,1976.02,38.41,53.31
Maharashtra,District_42,2012,437.03,25.08,48.67
Punjab,District_14,2022,359.13,33.92,52.54
Karnataka,District_20,2010,1730.6,29.82,83.49
Punjab,District_47,2012,1692.33,32.94,78.52
Andhra Pradesh,District_40,2020,1511.79,22.02,42.19
Punjab,District_9,2011,1746.32,32.93,47.39
Tamil Nadu,District_5,2019,533.85,37.93,89.24
Punjab,District_1,2023,462.67,20.22,51.3
Madhya Pradesh,District_11,2021,1947.98,25.18,71.72
Telangana,District_4,2022,1361.2,39.4,50.28
Tamil Nadu,District_38,2015,1863.74,22.95,51.68
Madhya Pradesh,District_17,2013,1840.95,19.31,64.93
Andhra Pradesh,District_4,2021,1410.34,19.21,64.38
Tamil Nadu,District_32,2020,1368.41,24.06,72.31
Madhya Pradesh,District_5,2019,911.91,28.89,48.41
Telangana,District_22,2024,553.49,23.91,53.14
Maharashtra,District_14,2012,1467.23,24.18,71.21
Maharashtra,District_21,2017,1690.36,36.29,44.87
Punjab,District_18,2014,1225.86,34.87,85.47
Punjab,District_3,2013,386.48,24.84,48.94
Karnataka,District_11,2021,546.36,25.59,61.92
Tamil Nadu,District_47,2022,473.33,39.33,45.43
Karnataka,District_39,2015,1418.31,38.9,74.24
Karnataka,District_36,2013,1260.14,39.41,56.35
Tamil Nadu,District_27,2019,1093.05,38.66,43.68
Tamil Nadu,District_38,2019,1223.79,31.82,69.63
Telangana,District_25,2021,769.12,24.78,89.03
Tamil Nadu,District_42,2014,1668.04,39.33,83.54
Tamil Nadu,District_39,2024,858.53,34.34,75.14
Punjab,District_35,2020,1395.31,33.65,40.63
Karnataka,District_15,2013,964.49,35.55,82.99
Maharashtra,District_48,2018,422.68,31.17,84.84
Andhra Pradesh,District_21,2011,736.82,30.83,41.9
Madhya Pradesh,District_3,2010,1940.67,25.95,46.12
Madhya Pradesh,District_24,2016,623.91,21.32,62.57
Maharashtra,District_44,2018,478.38,27.65,60.1
Tamil Nadu,District_5,2018,794.96,29.38,54.72
Madhya Pradesh,District_37,2024,1792.47,37.31,49.9
Madhya Pradesh,District_33,2013,820.24,26.84,67.46
Andhra Pradesh,District_24,2013,1009.55,37.43,78.57
Tamil Nadu,District_6,2010,827.13,24.99,86.85
Madhya Pradesh,District_47,2021,1981.26,38.78,55.06
Punjab,District_45,2010,1999.79,18.86,75.16
Telangana,District_7,2010,1120.71,29.56,79.41
Madhya Pradesh,District_50,2015,1634.2,25.08,63.9
Tamil Nadu,District_19,2020,674.1,24.48,86.05
Andhra Pradesh,District_21,2015,936.3,19.75,41.15
Punjab,District_6,2024,1454.88,32.99,85.02
Telangana,District_40,2020,786.76,26.64,84.63
Uttar Pradesh,District_3,2020,681.99,38.88,46.85
Punjab,District_49,2014,1867.8,33.67,61.97
Andhra Pradesh,District_14,2019,715.31,27.74,65.79
Telangana,District_20,2021,400.77,31.8,60.1
Karnataka,District_14,2020,1576.85,19.45,84.78
Uttar Pradesh,District_2,2019,713.56,30.96,75.65
Uttar Pradesh,District_25,2011,1065.31,32.66,46.18
Andhra Pradesh,District_4,2015,489.65,20.34,86.33
Karnataka,District_41,2021,416.48,33.01,42.31
Punjab,District_48,2023,1082.76,28.43,69.78
Uttar Pradesh,District_33,2022,873.05,28.55,66.13
Uttar Pradesh,District_2,2010,1160.07,33.92,43.62
Madhya Pradesh,District_23,2012,1941.83,27.9,74.79
Uttar Pradesh,District_44,2024,992.56,23.16,88.13
Karnataka,District_48,2022,1324.52,24.56,62.92
Tamil Nadu,District_21,2024,465.91,34.24,65.7
Maharashtra,District_15,2021,1806.06,19.56,59.19
Telangana,District_24,2014,1669.96,36.5,83.76
Madhya Pradesh,District_20,2023,1188.09,30.81,86.39
Andhra Pradesh,District_38,2019,611.74,33.99,59.85
Punjab,District_25,2014,1024.11,25.56,84.54
Karnataka,District_22,2020,805.55,22.9,50.22
Punjab,District_47,2016,1990.68,35.7,62.89
Uttar Pradesh,District_4,2014,1134.43,20.25,52.6
Tamil Nadu,District_16,2022,1017.8,21.65,51.2
Madhya Pradesh,District_43,2019,587.4,24.27,82.85
Madhya Pradesh,District_7,2024,706.49,25.73,75.71
Andhra Pradesh,District_24,2015,1509.7,22.48,43.35
Punjab,District_34,2022,1209.35,38.08,77.87
Tamil Nadu,District_39,2016,908.65,18.6,68.65
Andhra Pradesh,District_29,2011,804.92,35.68,79.35
Tamil Nadu,District_44,2012,641.26,27.04,69.67
Tamil Nadu,District_26,2012,357.63,36.39,58.87
Maharashtra,District_14,2010,1961.15,35.51,64.75
Karnataka,District_47,2023,1580.29,20.66,47.08
Telangana,District_20,2018,1877.38,32.66,55.53
Telangana,District_7,2019,1001.34,26.33,41.12
Andhra Pradesh,District_18,2018,1777.95,36.06,60.31
Andhra Pradesh,District_43,2018,735.62,36.72,44.56
Punjab,District_10,2021,1166.72,22.16,73.03
Punjab,District_46,2018,644.22,28.53,85.63
Maharashtra,District_30,2023,1609.57,31.08,77.03
Andhra Pradesh,District_3,2017,1145.92,29.97,50.37
Telangana,District_50,2014,1211.66,23.54,65.35
Karnataka,District_44,2020,1761.07,23.99,75.6
Maharashtra,District_1,2018,1556.67,36.88,80.28
Uttar Pradesh,District_30,2016,1942.65,18.72,54.15
Andhra Pradesh,District_45,2011,989.07,23.77,63.85
Uttar Pradesh,District_2,2016,1084.47,22.91,45.22
Uttar Pradesh,District_15,2013,1346.08,26.15,76.32
Madhya Pradesh,District_11,2016,1070.63,33.09,61.74
Maharashtra,District_32,2016,1013.35,29.71,42.08
Madhya Pradesh,District_6,2021,878.97,29.89,66.47
Maharashtra,District_6,2012,1714.2,34.09,79.57
Maharashtra,District_28,2012,1206.93,35.87,42.22
Andhra Pradesh,District_25,2019,1332.59,21.52,60.17
Tamil Nadu,District_23,2019,646.93,20.38,64.09
Andhra Pradesh,District_12,2015,728.02,24.63,89.98
Andhra Pradesh,District_48,2023,877.65,36.21,50.94
Punjab,District_48,2011,1091.13,29.92,80.96
Andhra Pradesh,District_10,2021,374.68,21.14,47.3
Andhra Pradesh,District_17,2017,1810.27,21.6,88.2
Andhra Pradesh,District_2,2017,1836.31,37.76,55.34
Maharashtra,District_45,2013,1424.86,26.07,47.28
Uttar Pradesh,District_17,2011,837.29,23.62,59.09
Maharashtra,District_9,2018,955.04,33.26,40.76
Andhra Pradesh,District_47,2024,1547.89,36.94,45.44
Madhya Pradesh,District_7,2023,786.69,27.73,64.81
Punjab,District_13,2018,1335.16,35.4,87.03
Karnataka,District_10,2011,1840.66,27.46,62.25
Madhya Pradesh,District_22,2019,997.76,33.21,73.01
Madhya Pradesh,District_28,2013,1297.98,30.65,75.35
Madhya Pradesh,District_50,2010,1878.6,37.68,41.83
Punjab,District_42,2015,878.99,25.15,56.1
Karnataka,District_50,2020,1591.39,34.95,89.85
Tamil Nadu,District_14,2020,1583.71,33.05,40.35
Karnataka,District_19,2022,1878.44,36.45,63.51
Telangana,District_1,2023,1759.6,31.37,81.87
Telangana,District_27,2020,1573.01,28.12,54.42
Karnataka,District_4,2010,1382.08,19.09,89.83
Andhra Pradesh,District_24,2021,710.02,36.47,64.31
Karnataka,District_14,2016,1440.1,38.02,85.7
Uttar Pradesh,District_37,2018,769.95,27.89,66.42
Telangana,District_23,2018,1048.03,22.89,59.88
Karnataka,District_5,2020,1506.49,32.24,75.5
Maharashtra,District_20,2011,1447.32,20.68,87.91
Tamil Nadu,District_22,2022,982.04,18.9,58.8
Maharashtra,District_46,2020,610.55,24.38,83.25
Punjab,District_40,2017,1123.04,32.96,72.98
Maharashtra,District_44,2020,758.95,35.91,58.93
Uttar Pradesh,District_49,2012,734.24,21.45,42.77
Uttar Pradesh,District_35,2014,855.55,38.82,55.57
Tamil Nadu,District_36,2013,1500.6,30.15,81.56
Andhra Pradesh,District_5,2015,1145.39,38.36,44.76
Tamil Nadu,District_33,2020,934.39,21.3,68.61
Andhra Pradesh,District_24,2021,1831.01,28.08,65.59
Madhya Pradesh,District_34,2021,1501.53,27.48,73.08
Uttar Pradesh,District_37,2016,1140.91,27.06,86.95
Telangana,District_25,2018,1016.19,38.48,77.59
Uttar Pradesh,District_37,2019,1692.12,36.69,65.53
Karnataka,District_25,2014,593.97,35.47,81.52
Uttar Pradesh,District_22,2011,1429.06,24.29,75.08
Uttar Pradesh,District_45,2021,335.73,25.46,84.78
Telangana,District_5,2013,311.83,23.7,76.22
Telangana,District_8,2022,1884.03,35.46,77.65
Telangana,District_41,2011,1173.78,26.64,44.2
Uttar Pradesh,District_47,2024,835.7,39.53,40.19
Karnataka,District_27,2010,1650.98,26.01,87.78
Andhra Pradesh,District_35,2011,1974.21,21.74,52.6
Tamil Nadu,District_1,2020,358.5,38.46,48.25
Uttar Pradesh,District_20,2016,364.53,35.22,47.94
Andhra Pradesh,District_7,2011,1753.13,30.83,76.89
Andhra Pradesh,District_45,2013,1246.42,36.89,42.32
Uttar Pradesh,District_3,2014,1800.66,38.89,73.05
Maharashtra,District_42,2012,1480.89,36.95,68.57
Karnataka,District_50,2013,1100.0,37.9,47.37
Andhra Pradesh,District_48,2019,574.29,23.97,46.77
Uttar Pradesh,District_9,2022,962.76,29.24,46.63
Andhra Pradesh,District_47,2012,1638.15,35.5,52.98
Telangana,District_14,2017,697.66,29.57,72.09
Punjab,District_19,2019,1511.02,32.12,50.34
Madhya Pradesh,District_27,2017,720.49,38.3,73.0
Maharashtra,District_6,2012,1088.01,24.5,88.59
Tamil Nadu,District_7,2018,445.23,29.87,83.1
Punjab,District_37,2018,1073.5,30.4,79.9
Maharashtra,District_26,2016,1341.59,25.91,87.46
Telangana,District_13,2022,1257.64,26.1,70.62
Telangana,District_37,2010,990.99,34.92,78.44
Uttar Pradesh,District_46,2021,928.48,38.45,78.7
Telangana,District_33,2019,768.18,31.94,88.73
Uttar Pradesh,District_33,2020,1604.08,28.73,72.36
Karnataka,District_41,2012,1630.48,34.51,53.65
Uttar Pradesh,District_9,2017,1121.15,39.95,49.78
Punjab,District_15,2015,950.36,19.81,55.33
Telangana,District_5,2018,1383.62,32.33,78.09
Andhra Pradesh,District_29,2020,1248.14,30.23,72.83
Karnataka,District_7,2020,1434.33,31.43,50.96
Telangana,District_31,2019,820.23,18.5,82.99
Karnataka,District_34,2022,1640.19,39.02,89.07
Andhra Pradesh,District_11,2023,838.46,19.88,77.86
Madhya Pradesh,District_42,2020,1011.83,24.76,43.11
Uttar Pradesh,District_19,2018,525.12,24.56,71.38
Madhya Pradesh,District_5,2010,1754.13,34.13,86.88
Telangana,District_23,2015,1395.27,32.76,55.65
Punjab,District_47,2022,699.99,19.36,69.27
Uttar Pradesh,District_2,2020,1747.92,21.29,51.35
Telangana,District_43,2020,1498.15,25.01,84.03
Andhra Pradesh,District_4,2012,1051.71,33.49,83.5
Telangana,District_17,2014,1982.73,38.44,58.22
Andhra Pradesh,District_31,2010,873.26,24.94,57.48
Madhya Pradesh,District_30,2020,469.23,29.56,40.01
Madhya Pradesh,District_2,2023,1546.88,26.2,55.87
Telangana,District_24,2020,1586.98,30.7,79.07
Telangana,District_10,2023,400.24,31.82,41.43
Maharashtra,District_28,2016,1693.01,29.4,50.14
Karnataka,District_43,2015,1619.1,26.56,76.51
Tamil Nadu,District_32,2021,1880.31,37.36,72.4
Maharashtra,District_33,2019,501.53,35.64,89.33
Maharashtra,District_18,2014,1321.38,39.96,59.53
Karnataka,District_24,2011,673.02,27.08,46.66
Maharashtra,District_37,2017,979.05,18.85,73.24
Andhra Pradesh,District_30,2014,750.65,32.33,43.95
Maharashtra,District_5,2024,1063.81,35.24,45.84
Tamil Nadu,District_23,2011,491.89,38.61,68.4
Andhra Pradesh,District_30,2013,815.98,18.23,63.6
Punjab,District_4,2019,420.56,37.35,53.18
Karnataka,District_41,2017,1136.11,29.37,63.9
Karnataka,District_24,2024,804.36,26.25,83.42
Karnataka,District_3,2017,1303.52,22.88,76.25
Madhya Pradesh,District_15,2012,1075.96,35.91,62.74
Andhra Pradesh,District_46,2019,714.55,26.0,55.57
Karnataka,District_1,2017,475.0,31.3,69.11
Karnataka,District_10,2019,1580.64,29.26,40.14
Tamil Nadu,District_45,2018,1376.33,23.79,76.65
Telangana,District_26,2022,355.98,35.33,80.12
Madhya Pradesh,District_12,2011,1981.92,24.56,46.09
Uttar Pradesh,District_1,2015,1392.23,35.32,60.13
Punjab,District_2,2020,652.21,27.01,47.25
Telangana,District_11,2012,1728.84,18.66,87.44
Telangana,District_12,2014,1799.57,34.88,81.3
Karnataka,District_28,2013,1275.27,37.78,41.0
Andhra Pradesh,District_33,2022,1805.47,20.64,88.52
Madhya Pradesh,District_42,2017,349.59,30.88,47.09
Karnataka,District_3,2024,1906.78,19.58,44.2
Telangana,District_41,2016,397.25,36.26,41.63
Tamil Nadu,District_49,2016,1392.06,39.74,79.53
Karnataka,District_19,2020,888.02,28.89,86.26
Karnataka,District_18,2021,366.83,24.89,44.78
Karnataka,District_37,2021,1879.79,36.61,89.17
Madhya Pradesh,District_28,2024,530.11,29.46,55.79
Andhra Pradesh,District_31,2024,1751.37,27.88,73.94
Tamil Nadu,District_7,2010,861.59,23.01,89.31
Tamil Nadu,District_47,2024,1559.98,31.55,40.42
Uttar Pradesh,District_38,2015,732.18,31.34,67.34
Tamil Nadu,District_5,2011,1291.84,23.78,72.8
Tamil Nadu,District_19,2017,1659.24,22.65,58.57
Telangana,District_13,2015,1262.51,27.65,45.5
Karnataka,District_39,2023,821.14,27.92,71.06
Madhya Pradesh,District_28,2018,696.84,20.83,42.35
Punjab,District_2,2019,597.17,24.07,86.17
Tamil Nadu,District_6,2010,1725.98,21.53,63.1
Madhya Pradesh,District_15,2017,1338.6,37.83,85.51
Maharashtra,District_28,2021,1164.75,19.64,81.83
Maharashtra,District_37,2011,724.29,37.33,40.18
Punjab,District_25,2016,1037.38,29.61,62.96
Uttar Pradesh,District_32,2024,1354.11,32.64,84.39
Telangana,District_37,2020,422.2,38.31,58.61
Maharashtra,District_36,2021,913.22,26.04,56.16
Maharashtra,District_30,2024,707.16,33.46,74.28
Maharashtra,District_45,2022,1399.08,32.78,75.25
Telangana,District_24,2021,1330.66,39.74,72.16
Karnataka,District_18,2012,809.01,19.01,58.17
Telangana,District_1,2016,370.77,28.02,43.18
Andhra Pradesh,District_3,2010,610.78,39.77,86.15
Andhra Pradesh,District_7,2019,572.11,25.21,55.86
Maharashtra,District_33,2018,1266.27,39.24,79.78
Maharashtra,District_21,2015,587.8,35.97,57.58
Madhya Pradesh,District_14,2016,1119.97,25.47,64.74
Madhya Pradesh,District_47,2018,1344.7,18.64,58.68
Karnataka,District_48,2019,1795.26,24.17,44.07
Uttar Pradesh,District_37,2010,716.55,20.72,56.47
Punjab,District_3,2023,616.05,27.43,87.78
Maharashtra,District_49,2024,594.53,38.67,45.52
Andhra Pradesh,District_37,2017,912.73,29.28,67.79
Maharashtra,District_25,2020,1403.61,27.85,88.42
Karnataka,District_33,2024,1442.17,22.75,41.03
Andhra Pradesh,District_13,2023,658.64,31.67,43.46
Maharashtra,District_50,2016,523.1,28.02,85.46
Karnataka,District_33,2022,1062.75,35.0,76.78
Uttar Pradesh,District_29,2011,540.03,29.35,67.27
Uttar Pradesh,District_19,2010,1681.97,37.5,66.83
Karnataka,District_26,2019,442.6,35.23,88.74
Andhra Pradesh,District_38,2023,1578.56,21.19,41.05
Andhra Pradesh,District_9,2010,372.5,20.99,53.52
Punjab,District_46,2020,1671.87,18.54,55.84
Andhra Pradesh,District_30,2013,1366.16,26.12,45.97
Uttar Pradesh,District_22,2014,848.03,19.2,57.86
Karnataka,District_43,2016,989.38,27.9,58.52
Andhra Pradesh,District_4,2022,1445.15,23.31,87.94
Uttar Pradesh,District_7,2017,615.57,28.96,62.1
Uttar Pradesh,District_18,2011,1813.55,21.48,86.74
Andhra Pradesh,District_50,2022,1120.91,30.08,80.5
Karnataka,District_6,2018,1592.24,39.26,76.84
Madhya Pradesh,District_29,2023,1161.38,32.02,56.53
Punjab,District_5,2020,1068.87,30.42,61.35
Karnataka,District_6,2016,1098.35,35.34,42.23
Madhya Pradesh,District_34,2015,917.31,18.12,58.87
Andhra Pradesh,District_34,2020,1545.68,24.21,83.52
Andhra Pradesh,District_1,2024,1738.46,39.71,79.07
Uttar Pradesh,District_18,2024,1752.47,35.22,80.42
Andhra Pradesh,District_27,2023,505.95,19.99,51.08
Punjab,District_10,2017,1594.33,25.18,50.5
Uttar Pradesh,District_39,2011,639.92,27.68,73.17
Karnataka,District_2,2010,320.7,38.56,72.56
Tamil Nadu,District_19,2014,768.28,30.9,49.77
Telangana,District_27,2018,797.88,19.7,75.98
Maharashtra,District_22,2016,1676.64,29.2,58.81
Telangana,District_10,2022,1562.07,24.37,84.34
Punjab,District_44,2016,443.96,25.45,58.22
Karnataka,District_27,2024,854.13,20.51,51.5
Uttar Pradesh,District_12,2024,727.21,28.09,49.79
Tamil Nadu,District_15,2018,1312.27,32.73,84.91
Madhya Pradesh,District_50,2014,1220.57,34.71,83.0
Punjab,District_1,2014,1454.15,33.3,61.29
Uttar Pradesh,District_38,2016,1848.24,32.53,52.04
Karnataka,District_41,2020,1015.83,37.12,54.23
Andhra Pradesh,District_24,2021,1415.07,25.31,59.25
Punjab,District_6,2021,1861.2,22.72,42.22
Maharashtra,District_29,2015,1220.86,19.97,43.36
